４文字集合	可能な４文字単語
いてはり	出入（ではい）り
いてはん	判定:売店:定番:転売
いてひよ	予定日
いてひろ	手広い
いてへん	底辺:閉店
いてほー	ボディー
いてまま	今まで
いてめん	名店
いてらん	来店
いてりん	インテリ
いてれー	レディー
いてんん	店員
いととま	戸惑い
いとなみ	営み
いとなむ	営む
いとひり	飛び入り
いとふら	ドライブ:フライト:プライド
いとへん	イベント
いとほよ	程よい
いとほわ	ホワイト
いとほん	ポイント
いとまる	マイルド
いとまん	ドンマイ
いとめよ	酔い止め
いとりれ	取り入れ
いとりろ	彩り
いとるろ	彩る
いとるわ	ワイルド
いななら	ならない
いなにろ	何色（なにいろ）
いなねん	年内［〜立春］
いなへん	南米
いなまー	マイナー
いなみら	見習い
いなめん	内面
いなろん	いろんな
いにのま	二の舞
いにまめ	二枚目
いにまも	今にも
いねはん	年輩:年輩・年配:年配
いねまん	毎年（まいねん）
いねむり	居眠り
いねむる	居眠る
いねらん	来年
いねりん	念入り
いねれん	例年:年齢
いねんん	因縁（いんねん）
いのひり	日の入り
いのもり	物入り
いのもれ	入れ物:物入れ
いははん	販売
いはふん	ハイフン:分配:配分
いはへん	米飯
いはまゆ	まばゆい
いはまん	毎晩:満杯
いはみら	未払い
いはめん	判明
いはもる	モバイル
いはより	配慮
いはらる	ライバル:来春（らいはる）
いはれん	凡例:連敗
いはわー	ワイパー
いひめん	品名
いひらん	来賓
いふほん	不本意
いふまる	振る舞い
いふみる	身震い
いふめよ	不名誉
いふめん	文明
いふるん	分類
いふれん	インフレ:例文
いへほん	平凡
いへめん	平面
いへれん	返礼
いほめん	本命
いほよろ	ほろ酔い
いほらん	本来
いまんん	満員
いめもん	名門
いめるん	麺類
いめれん	冷麺:連名
いももろ	桃色
いゆるわ	いわゆる
いよるわ	悪酔い
ううおそ	相応
ううおと	応答:王道
ううおほ	横暴
ううおよ	応用
ううおる	潤（うるお）う
ううかか	うかうか:うかがう:伺う
ううかた	疑う
ううきき	うきうき
ううくこ	空港:航空
ううくす	偶数
ううくそ	空想:遭遇
ううくゆ	優遇
ううここ	孝行:皇后:高校
ううこそ	構造:総合:走行:高層
ううこつ	交通:通行
ううこと	公道:動向:口頭:合同:同行（どうこう）:投稿:登校:統合:行動:高騰
ううこの	効能:濃厚:濃厚［敗色〜］
ううこふ	風向
ううこほ	合法:工法:広報:後方:攻防:方向:暴行
ううこゆ	交友:友好:有効
ううこよ	公用:効用:紅葉（こうよう）
ううこん	好運:幸運:幸運・好運:運航:運行
ううしな	失う
ううすす	うずうず
ううすそ	総数
ううすと	同数
ううすゆ	融通
ううそそ	そうそう:創造:想像:早早（そうそう）
ううそと	相当:贈答:逃走:騒動
ううそほ	包装:双方:放送:暴走
ううそも	妄想
ううそゆ	郵送
ううそん	運送
ううたた	うだうだ
ううちゆ	宇宙
ううつほ	通報
ううつゆ	憂鬱
ううつよ	腰痛:通用
ううとと	うとうと:とうとう:同等
ううとふ	同封:封筒
ううとほ	冒頭:報道:逃亡
ううとゆ	誘導
ううとよ	動揺:同様:東洋
ううとろ	労働
ううとん	運動
ううなら	占う
ううのの	のうのう
ううふほ	暴風
ううふよ	洋風
ううほほ	方法
ううほゆ	有望
ううほよ	要望
ううほろ	朗報
ううまや	敬う
ううより	雨量
ううよん	運用
ううるる	うるうる
ううろろ	うろうろ
うえおん	応援
うえきみ	右上
うえきゆ	有益
うえこた	歌声
うえこん	公園:公演:講演
うえした	上下（うえした）
うえしと	年上
うえすと	ウエスト
うえその	その上
うえそん	演奏
うえたつ	訴え
うえちは	鉢植え
うえつと	ウェット
うえつゆ	優越
うえてま	腕前
うえとん	えんどう:沿道
うえのん	農園
うえほん	遠方
うえまり	前売り
うおかん	王冠
うおきて	適応
うおきな	補う
うおくこ	王国
うおくつ	おっくう
うおくふ	往復
うおこつ	甲乙
うおこな	行う
うおこん	温厚:高温:高音
うおしる	応じる
うおする	応ずる
うおせつ	応接
うおそよ	装う
うおそん	騒音
うおたん	横断
うおちね	お値打ち［〜品］
うおつと	凹凸（おうとつ）
うおとと	弟
うおにも	思うに
うおはよ	おはよう［〜ございます］
うおふん	温風
うおほん	防音
うおらん	卵黄
うかから	からかう
うかきつ	気遣う
うかきゆ	休暇:行（ゆ）き交う
うかきよ	家業:強化
うかきわ	上書き［ファイルの〜］
うかくこ	合格:工学:高額
うかくそ	総額
うかくつ	通学
うかくと	格闘
うかくほ	方角:邦楽
うかくよ	洋楽
うかくん	空間
うかこす	動かす
うかこつ	学校:格好
うかこほ	放課後
うかこり	合理化
うかこん	交換:好感:観光
うかさら	逆らう
うかした	従う
うかしゆ	果汁
うかしよ	しょうが:洋菓子:消化:自家用:賀正:過剰:過小
うかすな	促す
うかせる	浮かせる
うかそつ	総括
うかそん	かんぞう:乾燥:感想:肝臓
うかたた	たたかう（戦・闘）:戦う:闘う
うかたほ	片方
うかたゆ	夕方
うかたら	裏方
うかたり	売り方
うかちと	地下道
うかちま	間違う
うかちゆ	中華:家中
うかちよ	課長:超過
うかちわ	内側
うかつと	活動
うかつよ	活用
うかつり	うっかり
うかつん	痛感
うかとに	どうにか
うかとひ	飛び交う
うかとん	カウント:同感:感動:投函:関東
うかにゆ	入荷:加入
うかのふ	不可能
うかひよ	火曜日:評価
うかふん	完封
うかへる	浮かべる
うかほん	防寒:願望
うかみわ	海側
うかもる	もうかる
うかゆん	勧誘:夕刊
うからわ	裏側
うかるれ	浮かれる
うかろん	老眼
うききて	利き腕
うききゆ	球技
うききよ	企業:協議:競技:行儀:起業
うきくせ	空席
うきくよ	苦境
うきくろ	気苦労
うきけこ	攻撃
うきけそ	激増
うきけつ	激痛:激痛・劇痛
うきけひ	引き受け
うきこし	公式
うきこせ	功績
うきこて	適合
うきこひ	飛行機
うきこみ	身動き
うきこゆ	呼吸:救護
うきこよ	凝固:強固:故郷
うきこん	抗菌:近郊:銀行
うきさよ	ギョウザ:作業
うきしす	数式
うきしそ	掃除機
うきしほ	方式
うきしゆ	休止:周期:急死:支給:時給:祝儀:自給:至急
うきしよ	上記:事業:始業:希少:教師:様式:正気:気象:洋式:蒸気:行事:試供:起床
うきすり	薄切り
うきすろ	キロ数
うきせと	同席
うきせほ	宝石
うきそつ	うそつき:付き添う
うきそん	ぞうきん:送金
うきたよ	妥協:強打
うきちむ	内向き
うきちゆ	中期:地球:窮地
うきちよ	記帳:貴重:長期
うきちる	打ち切る
うきつむ	うつむき
うきつん	通勤
うきてと	適当
うきてほ	法的
うきてみ	右腕
うきてよ	適用
うきとよ	同居:度胸:強度:郷土
うきとり	売り時
うきとん	均等
うきにゆ	記入
うきにわ	にぎわう
うきねら	ねぎらう
うきひよ	卑怯:病気:表記
うきふゆ	普及:給付
うきふよ	不器用:不況:恐怖
うきほゆ	補給
うきほよ	補強:防御
うきほり	浮き彫り
うきみよ	奇妙:興味
うきむゆ	無休
うきむよ	業務
うきむわ	上向き（うわむき）
うきやゆ	野球
うきゆゆ	給油
うきゆよ	教諭:給与
うきゆり	きゅうり:流儀
うきゆれ	売れ行き
うきゆわ	和牛
うきゆん	金融
うきよよ	許容
うきより	技量
うきよん	金曜
うきらり	裏切り
うきらる	裏切る
うきりれ	売り切れ
うきろん	勤労
うきんん	金運
うくくは	空白
うくくふ	空腹
うくけつ	受け継ぐ
うくここ	広告
うくこさ	工作
うくこそ	後続:拘束:高速:高速［〜を走る］
うくこち	構築
うくこと	国道:講読:購読
うくこふ	幸福:複合
うくこほ	国宝:報告
うくこも	項目
うくこら	行楽
うくころ	御苦労
うくさそ	創作
うくしつ	空室
うくしよ	苦情:苦笑
うくしん	くじ運
うくすな	うなずく
うくすふ	複数
うくせん	偶然
うくそそ	相続
うくそと	即答:独走
うくその	即納
うくそふ	服装:風速
うくそほ	法則:続報:速報
うくそも	木造
うくそよ	浴槽
うくそろ	蝋燭（ろうそく）
うくたる	うたぐる
うくちよ	口調
うくちら	裏口
うくつな	償う
うくつふ	腹痛（ふくつう）
うくつむ	うつむく
うくつや	通訳
うくつろ	うろつく
うくとほ	東北
うくとゆ	特有
うくとよ	徳用・得用
うくとろ	登録
うくふゆ	裕福
うくふよ	服用:洋服
うくほよ	欲望
うくむわ	上向く
うくもよ	木曜
うくやよ	ようやく:薬用:要約
うくゆれ	夕暮れ
うくゆわ	誘惑
うくよん	運よく
うくらん	空欄
うけけつ	受付
うけこつ	けっこう［〜おいしい］:欠航:決行:結合:結構:結構［もう〜だ］:結構［文章の〜］:血行
うけこん	健康:元号:公言:現行:貢献
うけさら	受け皿
うけした	下請
うけしよ	上下（じょうげ）:化粧
うけすち	打ち消す
うけすん	件数
うけそん	増減:幻想:現像:草原（そうげん）
うけちわ	内訳
うけつと	凍結:当月
うけつほ	月報
うけつも	受け持つ
うけつよ	月曜
うけつら	裏付け
うけとり	受取
うけとる	受け取る
うけとん	検討:県道:見当:言動
うけひよ	仮病
うけほん	冒険:憲法:方言:暴言
うけもる	もうける:設ける
うけやゆ	夕焼け
うけゆん	有限
うけよん	兼用:用件:要件
うここん	混合
うこさん	参考:降参
うこした	こうした
うこしつ	口実:失効:実効:実行
うこして	こうして
うこしへ	神戸市
うこしや	後者:校舎
うこしゆ	五十:受講:趣向
うこしよ	こしょう（胡椒）:徐行:控除:故障:正午:胡椒:胡椒（こしょう）:証拠:高所
うこしん	人口:人工:信号:更新:親交:進行
うこすて	すご腕
うこする	こうする
うこせつ	絶好
うこせん	先攻:先行:線香
うこそち	御馳走
うこそつ	即効:続行:速効:速攻:高卒
うこそな	損なう
うこそよ	ようこそ
うこたん	談合
うこちむ	打ち込む
うこちや	紅茶
うこちゆ	中古（ちゅうこ）
うこちん	工賃
うこつて	鋼鉄
うこつに	日光
うこつね	光熱:高熱
うこつは	発効:発行:発行［手形〜］:発酵
うこつふ	不都合:好物:復興
うこつり	公立:効率
うこつれ	売れっ子
うこつん	痛恨
うこての	手の甲
うこてん	天候:好転:転向:転校:香典
うことん	混同
うこなる	こうなる
うこにん	公認:後任
うこねん	年号
うこのよ	このよう
うこはん	交番:反抗:後半:犯行:番号
うこふん	興奮
うこへん	変更:後編
うこほん	梱包
うこみり	売り込み
うこむめ	埋め込む
うこむり	売り込む
うこもん	肛門
うこより	旅行:考慮
うころん	口論
うさすん	算数
うさそつ	雑草
うさそむ	無造作:無造作・無雑作:無雑作
うさそよ	よさそう
うさちよ	調査
うさつと	殺到
うさつよ	雑用
うさつん	通算
うさとん	サウンド:倒産:父さん:賛同
うさまよ	さまよう
うさらわ	裏技
うさりん	うんざり
うししゆ	十字:収支:始終:従事:終始:習字:重視
うししよ	上司:事情:事象:商事:市場（しじょう）:師匠:常時:支障:自称
うしすつ	数日
うしすな	品薄
うしすよ	上手（じょうず）:素性:頭上
うしすれ	売れ筋
うしせよ	施錠
うしそた	そうした
うしそて	そうして
うしそよ	除草
うしそん	増進:心臓:真相:腎臓:送信
うしたよ	多少
うしたり	売り出し
うしちゆ	中止:周知
うしちよ	地上:市長:承知:視聴:試聴:調子
うしつて	通じて
うしつと	同日:当日:糖質
うしつほ	失望
うしつよ	実用:洋室
うしつる	通じる
うしつん	通信
うしてと	どうして
うしてま	…てしまう
うしても	申し出
うしとに	同時に
うしとや	当社:車道:邪道
うしとゆ	主導:受動:手動:重度
うしとよ	当初:譲渡
うしとる	動じる:投じる:投じる［一票を〜］
うしとろ	素人（しろうと）
うしとん	振動:浸透:浸透・滲透
うしなや	養う
うしなよ	要なし・用なし
うしにゆ	乳児:二十:二重（にじゅう）
うしによ	小児
うしぬり	売り主
うしのや	納車
うしはら	恥じらう:支払う
うしひよ	常備:拍子:持病:指標:標示:消費:病死:美容師:表示:表紙:非常
うしふゆ	不自由
うしふよ	丈夫（じょうふ）:丈夫（じょうぶ）:上部:不精・無精:勝負:封書:浮上:負傷
うしふる	封じる
うしほめ	梅干し
うしほゆ	募集:手法:補修:補充:補習
うしほよ	保証:保障:処方:補償:譲歩
うしほる	報じる
うしほん	人望:放心:方針:法人:辛抱
うしまろ	真後ろ
うしみよ	名字（みょうじ）:賞味
うしむゆ	無臭
うしむよ	無償
うしめゆ	夕飯（ゆうめし）
うしもよ	猛暑
うしやよ	容赦:社用
うしゆよ	主要:予習:女優:所有:洋酒:醤油:需要
うしゆり	修理
うしゆん	友人:親友
うしよよ	洋書:要所:賞与
うしより	勝利:資料
うしよろ	路上
うしよわ	昭和
うしよん	信用:用心
うしらん	ラウンジ
うしろん	心労:老人
うすせん	数千
うすそる	そうする
うすたち	打ち出す
うすたは	多数派
うすたみ	生み出す:生み出す・産み出す
うすたり	売り出す
うすたれ	売れ出す
うすちみ	未知数
うすつと	すうっと
うすつに	日数（にっすう）
うすつら	うっすら
うすつる	通ずる
うすてん	点数
うすとる	どうする
うすにん	人数（にんずう）:数人
うすねん	年数:数年
うすはん	半数
うすふら	ブラウス
うすほん	寸法:本数
うすまる	薄まる
うすまん	数万
うすみみ	湖（みずうみ）
うすみよ	用済み
うすめる	薄める
うすやり	安売り
うすゆる	有する
うすよる	要する
うすらわ	患う
うするれ	薄れる
うせそつ	壮絶
うせそん	戦争:騒然
うせつふ	うつぶせ
うせつほ	絶望
うせとん	先頭:同然:当然:当選:銭湯
うせのわ	上乗せ
うせふん	風船
うせほん	先方:前方:呆然
うせゆん	優先:有線
うせよん	全容:専用
うそたつ	争奪
うそたん	相談
うそちの	そのうち
うそつは	発想:発送
うそつふ	物騒
うそてろ	出そろう
うそてん	転送
うそなる	そうなる
うそのみ	脳みそ
うそのよ	そのよう
うそのん	農村
うそはん	搬送
うそふむ	総務部
うそへん	変装:返送
うそめん	そうめん
うそより	寄り添う
うそれん	連想
うそろん	論争
うたたね	うたた寝
うたちゆ	夕立
うたつつ	通達
うたつて	手伝う
うたつと	到達
うたつほ	脱帽
うたつも	脱毛
うたてめ	埋め立て
うたとん	担当:暖冬
うたのも	頼もう
うたのん	堪能（たんのう）:濃淡
うたはー	パウダー
うたほん	暖房
うためら	ためらう
うたもれ	埋もれた［〜才能］
うたより	多量
うちつん	沈痛
うちての	手の内
うちてよ	手帳
うちとゆ	中途:途中
うちとよ	ちょうど
うちによ	日曜:日用
うちはよ	波長
うちふゆ	中部
うちふよ	不調:部長
うちほよ	帳簿
うちみよ	調味
うちみら	裏道
うちむゆ	夢中:夢中［〜で］
うちもゆ	喪中
うちやゆ	昼夜
うちより	治療:調理
うちよわ	調和
うちんん	運賃
うつつれ	痛烈
うつてと	鉄道
うつとと	唐突
うつとな	納豆
うつとに	日当
うつとね	熱湯
うつとは	発動:頭髪
うつとふ	動物:沸騰:突風
うつとほ	ぼうっと:没頭
うつとま	まっとう［〜な話］
うつとり	うっとり:立冬
うつとれ	列島
うつにほ	日報
うつねほ	放熱
うつねん	通年
うつのみ	濃密
うつはも	毛髪
うつはゆ	誘発
うつひよ	必用:必要
うつふみ	密封
うつほり	法律
うつゆれ	優劣
うてとん	伝統:同点:店頭:当店:点灯:読点:転倒:電動:電灯
うてにの	二の腕
うてのん	天皇
うてほん	展望
うてもら	…てもらう
うてもん	盲点
うてゆよ	余裕で［〜合格する］
うてより	両手
うてよん	要点:転用
うてんん	運転
うととの	ととのう（整・調）:整う
うととま	戸惑う
うとなも	伴う
うとなる	どうなる
うとなん	南東:東南
うとにん	当人
うとねん	同年
うとのよ	どのよう
うとはん	反動:当番
うとひよ	土曜日
うとふん	同文:当分:等分:糖分
うとへん	弁当:返答
うとほろ	泥棒
うとほん	本当
うとまら	トラウマ
うとめん	当面:面倒
うとやら	どうやら
うとやん	うどん屋
うとより	塗料
うとれん	連動
うとろん	討論
うなみら	見習う
うにゆゆ	輸入
うによん	容認
うにろん	浪人
うぬほれ	うぬぼれ
うねほん	年俸
うのはん	万能（ばんのう）:反応
うのひん	納品
うのへん	返納
うのほん	本能
うのもり	売り物
うのりん	農林
うはほん	繁忙:繁忙・煩忙:防犯
うはゆん	夕飯（ゆうはん）
うはらら	裏腹
うはんん	運搬
うひふよ	不評
うひほむ	無防備
うひほん	貧乏
うひみよ	微妙
うひゆん	郵便
うひより	微量:肥料
うひよん	用品
うふまる	振る舞う
うふより	不良
うほみん	民放:民法
うほめん	方面:綿棒
うほもん	訪問
うほゆり	保留
うほらん	乱暴
うまるれ	うまれる（生・産）:生まれる:産まれる
うむやや	うやむや
うむやら	うらやむ
うむより	無料
うもるれ	埋もれる
うよりり	料理
えええむ	Ａ．Ｍ．
ええきま	駅前（えきまえ）
ええとま	江戸前
ええみみ	見え見え
えおおこ	大声（おおごえ）
えおかき	お絵かき:置き換え
えおかし	お返し
えおかむ	お迎え
えおかり	お帰り
えおきす	据え置き
えおきま	前置き
えおくす	据え置く
えおさめ	抑えめ
えおさる	おさえる（押・抑）:抑える:抑える［反対を〜］:押さえる
えおしる	し終える:教える
えおそな	お供え
えおとろ	衰え
えおはも	思えば
えおほみ	見覚え
えおほる	覚える
えかかき	書き換え:書き換え・書き替え:書き替え
えかかる	抱える
えかかん	考え
えかきひ	引き替え
えかきふ	吹き替え
えかきり	切り替え
えかきる	着替える
えかくみ	組み替え
えかけこ	掛け声
えかけつ	付け替え
えかさし	差し替え
えかさる	栄（さか）える
えかしし	仕返し
えかしす	仕返す
えかしみ	見返し
えかすみ	見返す
えかすり	すり替え
えかそる	数える:数える［今年で１０回を〜］
えかたて	建て替え:立て替え
えかたま	前方
えかたん	円高
えかちま	間違え
えかちる	違える
えかつて	かえって
えかつめ	詰め替え
えかつる	つかえる:仕える
えかつん	円滑
えかてむ	出迎え
えかとり	取り替え
えかなる	かなえる
えかねり	寝返り
えかねる	寝返る
えかのり	乗り換え
えかはり	張り替え
えかひめ	控えめ
えかひり	日帰り
えかひる	控える
えかふり	振り替え:振替［郵便〜］
えかまみ	前髪:身構え
えかまる	構える
えかむる	迎える
えきけつ	血液
えきけん	減益:現役
えきこな	泣き声:鳴き声
えきこる	聞こえる
えきさる	消え去る:遮る
えきそま	巻き添え
えきそん	損益
えきたる	鍛える
えきつん	喫煙
えきては	出来栄え
えきひる	冷え切る:駅ビル
えきふり	不利益
えきまむ	前向き
えきめん	免疫
えきんん	禁煙:遠近
えくしや	会釈
えくたわ	蓄え
えくちつ	チェック
えくふん	復縁
えくるわ	くわえる:加える
えけすつ	据え付け
えけつん	血縁
えここる	凍える
えこころ	心得
えこそひ	底冷え
えこたて	手ごたえ
えこたは	歯ごたえ
えこたみ	見ごたえ
えこたる	こたえる:こたえる［寒さが〜］:応える:答える
えこなは	鼻声
えこのま	この前
えこひみ	冷え込み
えこひむ	冷え込む
えこらる	こらえる
えささる	支える:支える［家計を〜］
えさすり	さえずり
えさねん	姉さん
えしちん	チェンジ
えしつん	実演
えしまる	交える
えしよん	援助
えしるん	演じる
えしんん	エンジン
えすふん	フェンス
えすやん	円安
えせんん	沿線
えそなる	供える:備える
えそゆれ	それゆえ［〜に］
えそるろ	そろえる
えたたる	たたえる
えたつる	伝える
えたてま	建て前
えたとは	例えば
えたとる	たとえる
えちまも	持ち前
えちるわ	悪知恵（わるぢえ）
えちんー	チェーン
えつひん	鉛筆
えつらん	閲覧
えとなる	唱える
えとひま	人前（ひとまえ）
えとらる	捕らえる
えとりー	エリート
えなにる	絵になる
えのまめ	目の前
えはめる	芽生える
えひふん	皮膚炎
えひまる	昼前
えふりー	フェリー
えふるる	震える
えふろん	エプロン
えふんん	塩分
えほほみ	ほほ笑み
えほほむ	ほほ笑む
えままん	真ん前
えまみる	丸見え
えまんん	円満:蔓延（まんえん）
えもらる	もらえる
えよりん	遠慮
えらるれ	得られる
えらるわ	笑える［〜話］
おおかた	大型:大形・大型:大方
おおかま	大まか
おおから	おおらか:大柄
おおきさ	大きさ
おおきな	大きな
おおきゆ	大雪（おおゆき）
おおけさ	大げさ
おおけや	公（おおやけ）
おおこと	大事（おおごと）
おおさし	大さじ
おおしす	大筋
おおしも	大文字（おおもじ）
おおそよ	おおよそ
おおそら	大空
おおつふ	大粒
おおつめ	大詰め
おおとと	おどおど
おおねむ	おおむね
おおのの	各・各各（おのおの）:各（おのおの）
おおのも	大物
おおはは	大幅
おおもり	大盛り
おかきつ	顔付き
おかきな	泣き顔
おかくん	音楽
おかけて	お出掛け
おかけむ	顔向け
おかけも	面影
おかけら	カラオケ
おかこよ	横顔
おかさし	おかしさ
おかさり	お下がり:お飾り
おかした	顔出し
おかしな	おかしな
おかしる	惜しがる
おかすと	脅（おど）かす
おかせみ	顔見せ
おかそろ	おろそか
おかたち	がた落ち:顔立ち
おかたや	穏やか
おかたら	お宝
おかつな	なおかつ
おかつれ	お疲れ
おかてみ	お手紙
おかふれ	顔ぶれ
おかみり	折り紙
おきくや	お客
おきくゆ	奥行き
おきさに	お先に［〜失礼］
おきさる	置き去る
おきしと	潮時
おきしは	はし置き
おきしや	塩焼き
おきしる	押し切る
おきすた	起き出す
おきちつ	落ち着き
おきてん	お天気:適温
おきとり	時折
おきとろ	驚き
おきなわ	沖縄
おきにり	お握り
おきのも	物置:置物
おきはや	早起き
おきまり	お決まり
おきむも	趣（おもむき）
おくくそ	憶測:臆測:臆測・憶測
おくさま	奥様
おくさん	奥さん
おくしな	同じく
おくしみ	おみくじ
おくしも	惜しくも
おくすら	遅らす
おくそら	恐らく
おくちつ	落ち着く
おくちり	降り口
おくての	奥の手
おくてれ	出遅れ:手遅れ
おくとの	遠のく
おくとろ	驚く
おくふー	フォーク
おくまや	山奥
おくみり	見送り
おくみる	見送る
おくるれ	遅れる
おくろん	録音
おけしつ	塩漬け:押し付け
おけにま	おまけに
おけほろ	おぼろげ
おけんん	音源
おこさま	お子様
おこさん	お子さん
おこしつ	おしっこ
おこしま	ごま塩
おこしむ	押し込む
おこしり	ごり押し
おこすら	凍らす
おこたつ	凍った
おこたる	怠る
おこちむ	落ち込む
おことは	お言葉
おこほれ	おこぼれ
おこむり	折り込む:織り込む
おさしみ	お刺身
おさしん	おじさん:伯父さん:伯父さん・叔父さん:叔父さん
おさつま	真っ青
おさつん	おっさん:雑音
おさとん	温度差
おさなら	なおさら
おさはら	おさらば
おさはん	おばさん:伯母さん:伯母さん・叔母さん:叔母さん
おさひま	お日様
おさまり	おさまり（収・納）:収まり:納まり
おさまる	おさまる（収・納）:おさまる（収・納）［社長に〜］:おさまる（治・収）［反乱が〜］:収まる:収まる［事態が〜］:収まる［反乱が〜］:治まる［反乱が〜］:治まる［痛みが〜］:納まる
おさみめ	見納め
おさめる	おさめる（収・納）:収める:治める:納める
おししな	し直し
おしすた	スタジオ:押し出す
おしすな	し直す
おしたひ	お浸し
おしため	駄目押し
おしつん	室温:音質
おしてな	出直し:手直し
おしとと	おととし
おしとみ	見落とし:見通し
おしとよ	夜通し
おしなみ	おなじみ:見直し
おしなり	シナリオ
おしなん	おんなじ
おしねん	念押し
おしまや	お邪魔
おしみも	塩もみ
おしもよ	催し
おしやれ	おしゃれ
おしるれ	しおれる
おしるわ	し終わる
おしれん	オレンジ
おすてな	出直す
おすとの	おのずと
おすとみ	見落とす:見通す
おすとり	素通り
おすとれ	訪れ
おすなみ	見直す
おすほよ	及ぼす
おすみや	お休み:お休み［〜なさい・〜なさいませ］
おすみろ	見下ろす
おすもよ	催す
おすもわ	思わず
おせたも	お持たせ
おせりー	セオリー
おせるわ	負わせる
おせんん	温泉
おそつま	お粗末
おそるれ	恐れる
おそるわ	教わる
おそんん	温存
おたてる	おだてる
おたらん	オランダ
おたるれ	倒れる
おたんん	温暖
おちちや	父親（ちちおや）
おちめや	おちゃめ
おちもや	おもちゃ
おつとめ	お勤め
おつとり	おっとり
おつはん	発音
おつまみ	おつまみ
おつまり	お祭り
おつみり	三つ折り
おつむれ	オムレツ
おてやん	おでん屋
おとのも	物音
おとはり	踊り場
おとひり	ピリオド
おとまー	オートマ
おぬもわ	思わぬ
おねほり	骨折り
おのりり	乗り降り:降り乗り
おははや	母親
おひやゆ	親指
おふむる	フォルム
おふむー	フォーム
おふろー	フォロー
おふんー	オーブン:オープン
おほるれ	おぼれる
おほろん	おんぼろ
おまもり	お守り
おみるわ	見終わる
かかきた	書き方:肩書き
かかきや	輝き
かかきり	気掛かり
かかくや	輝く
かかくん	感覚:間隔
かかけね	掛け金
かかけへ	壁掛け
かかける	掲げる
かかささ	がさがさ
かかさす	欠かさず［毎日〜］
かかしり	貸し借り
かかすす	すかすか
かかすわ	乾かす
かかたた	がたがた
かかたな	片仮名
かかたみ	髪型
かかたわ	片側
かかちち	がちがち:ちかちか:近近（ちかぢか）
かかちふ	付加価値
かかちん	価値観
かかつつ	がつがつ
かかつり	がっかり
かかつん	管轄
かかなな	なかなか:長長（ながなが）
かかなわ	中側
かかひひ	ぴかぴか
かかふふ	ふかふか:ぶかぶか
かかへみ	壁紙
かかほほ	ほかほか:ぽかぽか
かかまん	漫画家
かかむむ	むかむか
かかやや	がやがや
かかやる	軽（かる）やか
かかやろ	軽（かろ）やか
かからら	からから:がらがら
かかりり	がりがり
かかりわ	かかわり
かかるる	軽軽（かるがる）
かかるわ	かかわる
かかんん	がんがん
かききく	気が利く
かききた	聞き方
かききゆ	雪かき
かききん	危機感
かきくつ	気が付く
かきくて	的確:適格
かきくむ	気が向く
かきくら	落書き:落書き・楽書き
かきくれ	学歴
かきくん	金額
かきけす	かき消す
かきけつ	切っ掛け
かきけひ	駆け引き
かきけら	激辛
かきけん	感激
かきこみ	書き込み
かきこむ	かき込む:書き込む
かきこよ	横書き
かきさね	重ね着
かきさむ	風向き
かきさる	着飾る
かきしす	筋書き
かきしそ	組織化
かきした	下書き:書き出し
かきしふ	株式
かきしり	貸し切り
かきしる	貸し切る
かきすた	かき出す:書き出す:書き足す
かきすぬ	ガス抜き
かきすむ	気が済む
かきすら	限らず［…に〜］
かきせた	北風（きたかぜ）
かきせひ	風邪引き
かきせみ	風邪気味
かきせる	効かせる:聞かせる
かきたて	縦書き
かきたむ	傾き
かきたゆ	行（ゆ）き方
かきたわ	北側
かきちつ	近付き
かきちぬ	勝ち抜き
かきちる	気が散る
かきつみ	三日月
かきつや	却下
かきとめ	書留
かきとり	書き取り
かきとる	書き取る
かきなね	長ねぎ
かきにや	にぎやか
かきねひ	引き金
かきのも	書き物
かきのる	気が乗る
かきはみ	歯磨き
かきへん	完璧
かきみみ	耳かき
かきみよ	読み書き
かきみれ	紙切れ
かきみわ	右側（みぎがわ）
かきんん	換金:近眼（きんがん）
かくくと	独学:獲得
かくくや	確約
かくけさ	格下げ
かくけち	陰口
かくけつ	月額
かくけん	厳格:幻覚:減額:見学
かくこつ	各国:骨格
かくこん	韓国
かくさす	隠さず
かくさつ	かさつく:差が付く:錯覚:雑学
かくさん	三角:拡散:残額
かくしつ	失格:確実
かくしや	各社
かくしゆ	各種
かくしよ	各所
かくしん	人格:各人:核心:確信:進学
かくすち	口数（くちかず）
かくすみ	紙くず
かくすや	格安
かくせつ	せっかく:学説
かくせん	全額:愕然
かくそふ	過不足
かくたつ	がたつく:片付く
かくたな	かたくな
かくたむ	傾く
かくたる	確たる
かくたれ	隠れた
かくたろ	カタログ
かくたん	格段
かくちつ	近付く
かくちぬ	勝ち抜く
かくちみ	勝ち組
かくちら	辛口
かくつね	値が付く
かくつは	発覚
かくつひ	引っかく:火が付く
かくつへ	別格:格別
かくつみ	かみ付く
かくつむ	むかつく
かくつや	活躍
かくつり	がっくり:確率
かくつろ	六月
かくつわ	革靴
かくてる	カクテル
かくとに	とにかく
かくとも	ともかく
かくとん	監督
かくなひ	長引く
かくなよ	仲よく
かくなら	長らく
かくにん	確認
かくねん	学年
かくはん	半額
かくひん	品格
かくふよ	ふくよか
かくふん	文学
かくへん	勉学
かくほん	本格
かくまん	満額
かくみろ	黒髪
かくめゆ	目が行く
かくもん	学問
かくやら	役柄
かくより	火力
かくらり	暗がり
かくりん	輪郭
かくるれ	隠れる
かくろん	貫禄
かけこつ	駆けっこ
