３文字集合	可能な３文字単語
かるわ	かわる（代・換・替・変）:かわる（代・替）:代わる:分かる:変わる:替わる
かるー	ガール
かれわ	分かれ:別れ
かれー	カレー
かわん	緩和
ききし	儀式
ききせ	奇跡:奇跡・奇蹟
ききつ	気付き
ききて	利き手:聞き手:適宜
ききみ	見聞き
ききめ	効き目:目利き
ききゆ	行（ゆ）き来
ききん	基金:近畿
きくこ	帰国
きくさ	気さく:草木（くさき）
きくす	築く
きくそ	規則
きくた	帰宅
きくつ	キック:気付く
きくと	特技
きくは	希薄:歯茎:気迫
きくや	ギャグ:客:脚:規約:逆
きくよ	局:曲
きくら	気楽
きくり	区切り:区切り・句切り
きくる	区切る:区切る・句切る:句切る
きくろ	記録
きくわ	疑惑
きくん	キング
きけし	刺激:景色
きけた	打撃
きけつ	決議
きけと	激怒
きけは	吐き気
きけひ	悲劇
きけん	元気:危険:期限:棄権:機嫌
きけー	ケーキ
きこせ	戸籍
きこの	きのこ
きこむ	小麦:着込む
きこん	今期:既婚:根気:金庫
きさし	座敷:詐欺師
きさせ	座席
きさつ	さっき:喫茶
きさて	出先:手先
きさむ	刻む
きさめ	目先
きさわ	騒ぎ
きしし	色紙（しきし）
きしす	図式
きしそ	組織:色素
きした	下着
きしち	敷地:知識
きしつ	実技:期日:気質:湿気（しっき）
きして	指摘:私的
きしに	直（じき）に
きしひ	ひじき
きしふ	不思議
きしや	屋敷
きしゆ	主義:機種
きしよ	初期:死去
きしり	仕切り:自力
きしる	仕切る
きしれ	歴史
きしわ	和式
きしん	審議:新規:禁止:資金:近視
きすす	すずき:鈴木
きすた	過ぎた
きすて	すてき:出過ぎ:手すき［お〜の時に］
きすま	すき間
きすみ	水着
きすむ	無傷
きすら	切らす
きする	過ぎる
きせつ	季節:気絶
きせふ	防ぎ
きせゆ	石油
きせり	離席
きせる	着せる
きせん	前期
きそん	既存（きそん）:既存（きぞん）
きたて	できた［よく〜人物］
きたぬ	たぬき
きたは	肌着
きたり	他力
きたる	来（きた）る
きたれ	切れた
きたん	短期:短気
きたー	ギター
きちて	知的
きちむ	キムチ
きちも	気持ち
きちり	律儀・律義:律義
きちる	ちぎる
きちん	チキン
きつつ	続き
きつて	切手
きつと	きっと
きつに	日記:次に:次に［〜は］
きつね	きつね:寝付き:熱気
きつは	奇抜:発揮
きつひ	月日（つきひ）:筆記
きつふ	不吉:切符:復帰
きつま	期末:末期
きつめ	めっき
きつよ	強気
きつり	規律:規律・紀律:起立
きつる	尽きる
きつれ	亀裂
きてと	適度
きてぬ	手抜き
きてひ	手引き:美的
きてふ	不適
きてみ	右手
きてむ	無敵
きてめ	決め手
きてる	できる:出来る
きてわ	手際
きてん	天気:機転:起点:転機:電機:電気
きとに	時に
きとふ	ギフト
きとも	もどき
きなん	難儀
きにひ	にきび
きにり	握り
きにる	握る:握る［実権を〜］
きにん	人気:任期
きねひ	値引き
きねま	招き
きねる	値切る
きねん	年季:年期:記念
きのみ	右の
きのも	着物
きのり	乗り気
きのん	のんき
きはむ	黄ばむ
きはり	馬力（ばりき）
きはん	半期:基盤
きひひ	響き
きひよ	拒否
きひら	開（ひら）き
きひん	気品
きふみ	不気味
きふむ	不向き
きふゆ	冬着
きふる	古着
きふん	ふきん:付近:付近・附近:分岐:奮起:気分
きふー	キープ
きへや	部屋着
きへん	ペンキ
きほん	募金:基本:本気
きまま	気まま
きまり	決まり
きまる	決まる
きまれ	紛れ
きまわ	間際
きまん	満期
きみむ	見向き
きみり	切り身:見切り
きみる	見切る
きみわ	わき見:極み
きむり	力む
きむん	勤務
きめる	決める
きめれ	切れ目
きもん	疑問
きやる	やる気
きやん	夜勤
きより	距離
きよる	よぎる
きよわ	弱気:気弱
きよん	預金
きりれ	履歴
きりわ	輪切り
きりん	臨機:金利
きるれ	切れる
きるわ	悪気（わるぎ）
きろん	議論
くくた	砕く
くくり	くくり
くくる	くぐる
くけな	嘆く
くけら	くらげ:下落
くけわ	区分け
くここ	国語
くこし	四国:地獄:時刻:酷使
くこた	他国
くこち	告知:遅刻
くこと	孤独
くこひ	極秘
くこよ	予告
くこら	娯楽
くささ	臭さ
くさし	仕草:作詞:施策:自作:試作
くさそ	即座
くさは	さばく:裁く
くさひ	低さ
くさふ	ふさぐ
くさも	模索
くさや	昨夜
くさら	暗さ:桜:落差
くさり	探り
くさる	探る:腐る
くさろ	黒さ
くさわ	騒ぐ
くしそ	即時:持続
くした	仕度（したく）:支度・仕度（したく）:支度（したく）:自宅
くしと	独自:自得
くしの	しのぐ
くしは	はじく:白紙（はくし）:自爆
くしふ	福祉:私服:至福
くしま	字幕
くしみ	仕組み
くしむ	仕組む
くしも	目次
くしや	弱
くしゆ	塾:祝（しゅく）
くしよ	抑止:職:食
くしら	暮らし:鯨
くしろ	黒字
くしん	寝具
くすす	すすぐ［洗濯物を〜］:崩す
くすた	タスク:下（くだ）す:託す
くすつ	尽くす
くすて	デスク
くすな	なくす:亡くす
くすほ	ほぐす
くすま	マスク
くすも	もずく
くすや	訳す
くすら	クラス:グラス:暮らす
くすり	リスク:薬（くすり）
くする	ぐずる
くすれ	崩れ
くすわ	食わす
くせつ	節句・節供
くせに	くせに
くせね	寝癖
くせふ	防ぐ
くせん	苦戦
くそそ	そそぐ:注（そそ）ぐ
くそと	土足:速度
くその	のぞく:除く
くそふ	不足:付属:付属・附属
くそほ	素朴:補足
くそむ	背く
くそよ	よくぞ:予測
くそり	利息
くそん	ソング
くたた	たたく
くたほ	打撲
くたま	またぐ
くたみ	たくみ:巧み
くたら	堕落
くたり	くだり（件）:下（くだ）り
くたる	下（くだ）る
くたん	タンク
くたー	ダーク
くちて	出口:手口
くちひ	備蓄
くちむ	無口
くちや	着
くちよ	直（ちょく）
くちる	愚痴る
くつつ	つつく:続く
くつと	ぐっと:グッド:ドック:嫁ぐ
くつな	つなぐ
くつね	ネック:根付く
くつの	ノック
くつは	バック:バッグ:パック:パック［〜旅行］
くつひ	ビッグ
くつへ	区別
くつら	ラック
くつり	つくり（作・造）:作り:理屈:造り
くつる	つくる（作・造）:作る:造る
くつろ	ロック
くてひ	手首
くてむ	出向く
くてる	…てくる
くてん	句点:軍手
くとと	届く
くとに	特に
くとひ	ひどく
くとほ	ほどく:土木
くとー	トーク
くなる	殴る
くなろ	ろくな
くにひ	皮肉
くにむ	憎む
くにや	肉屋
くにろ	ろくに
くぬみ	見抜く
くねま	招く
くはひ	美白
くはふ	省く
くはや	役場:早く
くはよ	余白
くはり	配り
くはる	配る
くはろ	暴露
くはん	パンク
くはー	パーク
くひひ	響く
くひめ	低め
くひも	黙秘
くひや	百:飛躍
くひら	開（ひら）く
くひれ	日暮れ
くひん	ピンク
くひー	ピーク
くふふ	不服:腹部
くふほ	北部
くふみ	含み
くふむ	含む
くふや	破く
くふら	クラブ:グラフ
くふろ	付録:付録・附録:復路:袋（ふくろ）
くふわ	和服
くふん	区分:文具
くへら	比べ
くほみ	くぼみ
くほむ	くぼむ
くほや	ぼやく
くほら	僕ら
くほろ	ほくろ
くほー	ポーク
くまら	まくら
くまる	車（くるま）
くまれ	まぐれ
くまろ	まぐろ
くまー	マーク
くみむ	むくみ
くみめ	恵み
くみや	脈:薬味
くみる	ミルク
くむむ	むくむ
くむめ	恵む
くむや	悔やむ
くむよ	無欲
くむら	グラム
くむる	くるむ
くめや	役目
くめり	巡り
くめる	めくる:グルメ:巡る
くめん	工面
くめー	メーク
くもよ	よくも
くもり	曇り
くもる	曇る:潜（もぐ）る
くもん	文句
くやよ	予約
くやり	略
くやわ	和訳
くより	力（りょく）
くらん	ランク
くりる	グリル
くりん	リンク:リング
くるれ	くれる:暮れる［日が〜］
くるー	クール
くれー	グレー
くろん	ロング
くわー	ワーク
けけぬ	抜け毛
けこた	こけた
けこる	こける:焦げる
けこわ	小分け
けこん	言語:語源
けさな	情け
けさね	値下げ
けさひ	叫び
けさふ	ふざけ:叫ぶ
けさむ	寒気（さむけ）
けさる	さける（割・裂）:下げる:裂ける:避ける
けさん	検査
けしつ	しつけ:湿気（しっけ）
けしめ	けじめ
けしわ	仕分け
けしん	事件:試験:資源
けすた	助け
けすと	ゲスト
けすな	けなす
けする	削る:透ける
けすー	ケース
けせた	背丈
けせん	世間
けたと	だけど:溶けた
けたは	畑（はたけ）
けたふ	老けた
けたほ	ぼけた
けたる	炊ける
けちな	けちな
けちる	けちる
けちん	現地
けつと	ゲット
けつに	煮付け
けつは	バケツ
けつひ	日付:秘訣
けつふ	不潔
けつほ	墓穴:補欠
けつま	まつげ
けつる	つける（漬・浸）:つける［あとを〜］:つ（浸）ける:付ける:付ける［果実を〜］:告げる:浸（つ）ける:漬ける
けつろ	結露
けてわ	わけて:手分け
けとと	届け:届［転入〜］
けとひ	人気（ひとけ）
けとほ	仏（ほとけ）
けとや	やけど
けとる	どける:溶ける:解ける:遂げる
けとれ	けれど
けとん	限度
けとー	ゲート
けなま	怠け
けなる	投げる
けにや	やけに
けにる	逃げる
けにん	現に
けぬま	間抜け
けぬめ	抜け目
けぬる	抜ける:抜ける［毛が〜・歯が〜］:脱げる
けねむ	眠気
けねん	懸念
けはみ	励み
けはむ	励む
けはる	はげる:化ける
けはん	派遣:現場（げんば）
けひや	日焼け
けひよ	日よけ
けひん	下品
けふよ	夜更け
けふる	老ける
けふん	府県
けほる	ぼける
けほん	保健:保険:健保
けまゆ	まゆ毛
けまる	まける:曲げる:負ける
けみや	土産（みやげ）
けみわ	見分け
けみん	眉間
けむり	煙（けむり）
けむる	むける:向ける
けむん	兼務:無限
けむー	ゲーム
けめる	めげる
けやる	やける:焼ける
けゆる	行ける
けよる	よける
けよん	予言
けりん	権利
けるわ	分ける
ここち	心地
ここと	小言
ここに	ここに
ここね	子猫:小猫:小猫・子猫
ここの	ここの
こころ	心（こころ）
ここん	今後
こさし	小さじ
こさめ	小雨（こさめ）
こさら	小皿
こさん	誤算
こしす	少し
こしつ	個室:固執（こしつ）:後日
こしと	今年（ことし）:仕事
こしは	はしご
こしふ	こぶし
こしみ	仕込み
こしむ	仕込む:無事故
こしも	小文字（こもじ）
こしや	肥やし:車庫
こしゆ	主語
こしわ	小じわ
こしん	個人:故人
こすす	過ごす
こすと	コスト
こすな	こなす
こすに	濁す
こすの	残す
こすほ	こぼす
こすみ	見越す
こすむ	息子
こすよ	汚（よご）す:汚（よご）す［ごまで〜］
こすら	凝らす
こする	こする
こすわ	壊す:壊す［腹を〜］
こすー	コース
こせに	小銭（こぜに）
こせね	猫背
こせん	五千:前後:午前:戦後
こそて	そこで
こその	その後
こそら	そこら
こたつ	こたつ:凝った
こたて	戸建て
こたは	たばこ
こたま	卵（たまご）
こたら	たらこ
こたん	単語:団子:断固
こちつ	こっち
こちも	子持ち
こちら	こちら
こちー	コーチ
こつふ	コップ:小粒
こつへ	個別
こつり	孤立
こつれ	子連れ
こてろ	手ごろ
ことね	寝床
ことは	言葉
ことひ	日ごと
ことみ	見事
ことも	子供
ことや	床屋
ことり	小鳥
ことろ	ところ:所（ところ）
ことん	コント:今度
ことー	コート:コード
こなむ	和む
こなり	名残（なごり）
こなん	こんな:何個
こにみ	煮込み
こにむ	煮込む
こにり	濁り
こにる	濁る
こにん	誤認
こねむ	寝込む
こねる	こねる:ごねる
こねろ	ごろ寝
このみ	好み
このむ	好む
このめ	女の子
このも	小物
このよ	この世
このり	残り
このる	残る
こはひ	運び
こはふ	運ぶ:運ぶ［事が〜］
こはむ	拒む
こはれ	これは
こはん	判子:御飯（ごはん）
こひま	ひ孫
こひゆ	小指
こひろ	日ごろ
こひん	コンビ
こひー	コピー
こふり	小降り
こふる	ゴルフ
こふろ	転ぶ
こふん	子分:文庫:昆布（こんぶ）
こへみ	へこみ
こへむ	へこむ
こほり	ほこり:誇り
こほる	誇る
こほー	コーポ
こまめ	こまめ
こまよ	真横
こまる	困る
こまん	五万
こみみ	見込み
こみむ	見込む
こみよ	暦（こよみ）
こみろ	見ごろ
こみん	未婚
こむら	コラム
こむわ	輪ゴム
こむん	無言（むごん）
こめる	込める
こめん	御免:御免［〜ください］:御免［〜なさい・〜あそばせ］:御免［もう〜だ］
こもり	子守（こもり）
こもる	こもる
こもろ	衣（ころも）
こもん	顧問
こやん	今夜
こよれ	汚（よご）れ
こられ	これら
こらー	コーラ
こりん	りんご:五輪
こるー	コール:ゴール
こわん	ワゴン
こんー	コーン
ささむ	寒さ
ささる	刺さる
さしす	指図
さしつ	冊子:察し:視察:雑誌
さしひ	日差し
さしふ	渋さ
さしみ	刺身
さしわ	仕業（しわざ）
さしん	審査:惨事:持参:資産
さすと	閉ざす
さすま	冷ます:覚ます［目を〜］
さすめ	目差す:目指す:目指す・目差す
さすら	さらす
さする	さする:さする［腹を〜］
させつ	左折:挫折
させる	させる［贅沢を〜］
さそほ	細さ
さそん	酸素
さため	定め
さたら	サラダ
さたん	サンタ:段差
さちつ	察知
さちん	産地
さつと	さっと:ざっと:とっさ
さつは	翼（つばさ）
さつひ	雑費
さつへ	差別
さつほ	発作
さつま	摩擦
さつむ	雑務
さつよ	強さ
さては	さては
さとふ	太さ
さとほ	さほど
さとわ	わざと
さとん	サンド［ハム〜］:登山
さにま	まさ（正）に:正（まさ）に
さにら	更に
さぬる	ぬるさ
さねん	捻挫
さはみ	はさみ（鋏）
さはむ	挟む
さはや	はやさ（早・速）:早さ:速さ
さはん	破産
さひる	さびる
さひろ	広さ
さひわ	わさび
さひん	悲惨:賛否
さふー	ブザー
さへん	便座
さほる	サボる
さほん	散歩
さまる	まざる（交・混）:交ざる:勝る:混ざる
さまん	さんま
さみん	酸味
さむん	無惨
さめめ	目覚め
さめる	さめる:冷（さ）める:覚める［目が〜］:覚める［酔いが〜］
さもろ	もろさ
さよん	予算
さるれ	される
さるわ	悪さ:触る
されん	連鎖
されー	レザー
さろん	サロン
さわん	左腕
ししつ	事実:実施:脂質:自室:資質
ししは	しばし
ししめ	しめじ:示し
ししや	支社:自社
ししゆ	主旨:自主:趣旨
ししよ	女児:女子（じょし）:所持:支所:次女:次女・二女:辞書
ししる	印（しるし）
ししん	人事:地震:指針:紳士:自信:自身
しすせ	背筋
しすほ	図星
しすむ	沈む
しすめ	示す
しすや	すし屋
しすゆ	数珠（じゅず）
しすら	知らす
しする	記す:辞する
しすわ	師走（しわす）
しせつ	施設
しせに	老舗（しにせ）
しせら	知らせ
しせん	事前:自然:視線
しそつ	素質:質素
しそて	そして
しそん	子孫:存じ
したた	ただし
したつ	多湿:脱字
したて	下手（したて）:手出し
したと	閉じた
したは	はだし:地肌
したひ	旅路
したへ	地べた
したま	真下
したみ	下見:見出し
しため	しめた:ためし:試し
したや	他社:他者
したゆ	多種
したれ	知れた
したわ	私（わたし）
したん	打診:時短［労働時間短縮］:男児:男子（だんし）
しちつ	湿地
しちに	日時
しちみ	七味:地道
しちよ	処置
しちん	知人
しつて	私鉄
しつと	じっと:嫉妬:湿度
しつに	実に:日誌
しつは	始発:実は
しつひ	実費:必死:必至:自筆
しつふ	物資:私物:部室
しつへ	別紙
しつほ	しっぽ:保湿
しつま	始末
しつむ	無実
しつや	シャツ
しつり	市立（しりつ）:私立（しりつ）:自律:自立
しつわ	和室:実話
しつー	シーツ
してま	まして
してん	事典:天使:始点:展示:支店:支点:時点:視点:辞典:電子
しとふ	シフト:太字:都市部
しとも	地もと
しとや	土砂
しとゆ	首都
しとよ	図書
しとる	とじる［ひもで〜］:閉じる
しとん	都心:震度
しとー	シート
しなは	話（はなし）
しなみ	なじみ
しなむ	なじむ:なじむ［手に〜］
しなら	ならし
しなん	次男:次男・二男:至難
しにひ	西日
しにむ	にじむ
しにん	辞任
しねま	シネマ
しねる	ねじる
しねん	年始
しはふ	芝生
しはむ	虫歯
しはめ	はじめ（初・始）:初め:始め
しはや	林（はやし）
しはよ	場所
しはら	柱（はしら）:自腹
しはり	縛り:走り
しはる	バジル:恥じる:縛る:走る
しはん	市販
しひゆ	守備:守秘
しひれ	しびれ
しひん	神秘:美人
しふみ	渋み
しふめ	節目
しふゆ	主婦
しふよ	部署
しふら	しらふ:ブラシ
しふる	渋る
しふん	不信:不審:不振:夫人:婦人:自分
しへら	調べ
しへん	返事
しへー	ページ
しほむ	しぼむ
しほゆ	保守
しほよ	初歩:補助
しほる	絞る
しほん	資本:進歩
しまめ	まじめ
しまや	邪魔
しまり	まじり（交・混）:混じり:締まり
しまる	しまる（締・絞）:まじる（交・混）:交じる:混じる:締まる:閉まる
しまん	自慢
しみめ	惨め
しみも	もみじ:もみじ（紅葉）:紅葉（もみじ）
しみゆ	趣味
しみる	染みる［身に〜・骨身に〜］
しみろ	白身
しみん	市民:微塵（みじん）:親身（しんみ）
しむや	ジャム
しむる	むしる
しむろ	むしろ
しむん	無人:無心
しめり	湿（しめ）り:目じり
しめる	しめる（締・絞）:占める:締める:閉める
しめん	地面:紙面
しもも	もしも
しもや	もしや:もやし
しもん	自問
しやん	深夜
しゆり	受理
しゆる	許し
しゆん	旬（しゅん）:順
しより	処理:思慮
しよん	予震:余震
しりん	心理:臨時
しるれ	知れる
しるー	シール
しれん	レンジ:試練
しろん	持論:進路
しんー	シーン
すすは	外す
すすま	済ます
すすみ	進み
すすむ	進む
すすめ	すずめ:勧め
すすら	ずらす
すする	すする
すせみ	ミセス
すせん	センス:扇子
すそら	そらす
すそー	ソース
すたた	正す［姿勢を〜］:正す［誤りを〜］
すたつ	巣立つ
すたは	パスタ:果たす:果たす［約束を〜］:素肌
すたひ	浸す
すたふ	酢豚
すたま	だます:待たす
すたみ	乱す:満たす
すため	試す
すたも	持たす
すたら	垂らす:垂らす［幕を〜・液を〜］
すたれ	レタス
すたわ	渡す:渡す［橋を〜］
すたん	ダンス:澄んだ
すたー	スター
すちら	散らす
すちー	チーズ
すつと	すっと:ずっと
すつひ	必須
すつふ	つぶす
すつる	つるす
すつー	スーツ
すてと	テスト
すてに	テニス:既（すで）に
すてへ	すべて
すてみ	捨て身
すてら	照らす
すてり	手すり
すてる	捨てる
すとは	飛ばす
すとへ	ベスト
すとほ	ポスト
すとみ	ミスト
すとも	戻す
すとら	ラスト
すとり	リスト
すとる	すると
すとれ	ドレス
すなは	はなす（離・放）:放す:話す:離す
すなみ	見なす
すなら	ならす:慣らす:鳴らす
すにー	ニーズ
すぬみ	盗み
すぬむ	盗む
すぬら	ぬらす
すねや	安値
すのは	のばす（伸・延）:伸ばす:伸ばす［勢力を〜］:延ばす
すのま	飲ます
すのる	ノズル
すはま	まずは
すはみ	弾み
すはむ	弾む
すはら	はらす［目を〜］:ばらす:晴らす
すはり	ずばり
すはる	パズル
すはれ	外れ
すひむ	結び
すひや	冷やす
すふむ	結ぶ:結ぶ［口を〜］
すふや	ふやす（増・殖）:増やす
すふら	プラス:降らす
すふー	スープ
すへら	減らす:減らす［腹を〜］
すへる	滑る
すへー	ベース:ペース
すほら	ずぼら
すほん	ズボン:ポン酢［ポンス］
すほー	ホース:ポーズ
すまわ	回す
すみや	休み
すむめ	娘
すむや	休む
すむら	蒸らす
すむり	スリム:リズム
すめや	休め:安め:目安
すめん	メンズ:図面
すもや	燃やす
すもら	漏らす
すゆら	揺らす
すゆる	許す:譲る
すらり	すらり:ずらり
すりる	スリル
すりわ	座り
すりん	リンス
すりー	スリー:リース
するれ	ずれる:擦れる
するわ	座る
するー	ルーズ
すれわ	忘れ
すれん	レンズ
すれー	レース
すろー	スロー:ロース
せそん	先祖
せたも	持たせ
せたや	やせた
せちつ	設置
せちん	センチ:全治
せつと	セット
せつに	切に
せつひ	設備
せてめ	せめて
せてん	先手
せとん	鮮度
せなに	何（なに）せ
せねほ	背骨（せぼね）
せのひ	背伸び
せのほ	のぼせ
せのる	乗せる:載せる
せはみ	見せ場
せひろ	背広
せふり	せりふ
せふる	セルフ:伏せる
せふん	セブン:付箋:全部
せふー	セーフ:セーブ
せまる	まぜる（交・混）:交ぜる:混ぜる:迫る
せみる	見せる
せみん	未然
せむる	むせる
せむん	専務:無線
せめる	攻める:責める
せめん	目線
せやら	やらせ
せやる	やせる
せやん	前夜
せよる	寄せる
せよん	予選
せりろ	セロリ
せりー	ゼリー
せるー	セール
せろん	世論（せろん）:線路:路線
そたち	育ち
そたつ	育つ
そたの	その他
そたー	ソーダ
そちつ	そっち
そちら	そちら
そつと	そっと:ぞっと
そつま	粗末
そての	その手
そてれ	それで
そてー	ソテー
そとふ	ソフト:ソフト［コンピューター〜］
そなる	なぞる
そなん	そんな
そにれ	それに
そのは	その場
そのひ	その日
そのみ	望み
そのむ	望む
そはや	そば屋
そはれ	それは
そはん	破損
そひむ	潜む
そふほ	祖父母
そふり	素振り（そぶり）
そほみ	細身
そほん	保存
そまる	染まる
そみよ	よそ見
そめる	染める:染める［髪を〜］
そやり	そりゃ
そよら	夜空
そられ	それら
そるれ	それる
そんー	ゾーン
たたつ	たった
たたみ	畳（たたみ）
たちつ	タッチ
たちは	二十・二十歳（はたち）:二十歳（はたち）:二十（はたち）:立場
たちみ	満ちた:立ち見
たちん	団地
たつて	だって
たつは	多発
たつふ	タップ:二つ
たつま	待った
たつめ	目立つ
たつも	保つ
たつり	離脱
たてみ	見立て
たてる	建てる:立てる:立てる［音を〜］
たてん	他店
たてー	データ
たとな	どなた:戸棚
たとる	たどる
たとん	とんだ:途端
たなふ	名札
たなみ	涙
たなれ	雪崩（なだれ）
たなん	なんだ［〜こんなもの］:なんだ［期待外れ］:旦那
たにま	たまに:谷間（たにま）
たにめ	ために
たにん	他人:単に
たねひ	火種
たねふ	値札
たねむ	ねたむ
たねん	値段
たのひ	伸びた
たのみ	頼み
たのむ	頼む
たはひ	美肌
たはま	または
たはれ	晴れた
たはん	パンダ:破綻
たはー	バター:パター
たひり	ぴたり:左（ひだり）
たひる	浸る
たふま	まぶた
たふり	ふたり:ダブり
たふる	ダブる:ダブル
たふん	多分:普段:負担
たふー	タブー
たへる	食べる:食べる［〜て行けない］
たほん	ぼたん:ボタン:担保
たまめ	目玉
たまや	山田
たまり	たまり
たまる	たまる:黙る
たみめ	見た目
たみる	たるみ
たみれ	乱れ
たむる	たるむ
たむん	無断
ためる	ためる
たもれ	だれも
たやら	やたら
たゆん	油断
たより	便り:頼り
たよる	頼る
たよれ	よだれ
たよん	余談
たりる	足りる
たるれ	垂れる
たるわ	渡る
たれん	連打
たんー	ターン
ちちみ	縮み
ちちむ	縮む
ちつと	どっち
ちつひ	ピッチ
ちつふ	チップ［ＩＣ〜］
ちつま	マッチ
ちつり	リッチ:立地
ちても	手持ち
ちてん	電池
ちとに	土日
ちとら	どちら
ちなは	鼻血
ちなみ	ちなみ
ちにひ	日にち
ちにん	認知
ちはも	持ち場
ちはん	パンチ:番地
ちひも	日持ち
ちひん	ピンチ
ちへん	ベンチ
ちまる	マルチ
ちみよ	夜道
ちみる	満ちる:満ちる［潮が〜］
ちみん	ミンチ:珍味
ちむや	むちゃ
ちむー	チーム
ちめや	めちゃ
ちやん	ちゃん:家賃
ちらん	ランチ
ちりー	リーチ
つつな	ナッツ
つつみ	三つ:包み
つつむ	六つ:包む
つつや	八つ
つつよ	四つ
つつり	つづり
つてと	取っ手
つても	もって
つてよ	よって
つとと	どっと
つとに	ニット
つとね	ネット
つとは	はっと:ぱっと:突破
つとひ	ひとつ:ヒット:一つ
つとふ	ふっと:トップ
つとへ	ヘッド:ベッド:ペット:別途
つとほ	ほっと:ホット:ポット
つとま	マット
つとみ	密度
つとむ	むっと
つとめ	勤め
つとも	もっと
つとや	やっと
つとよ	ヨット
つとれ	レッド
つなは	夏場:放つ
つなま	真夏
つなみ	津波
つにね	常に
つにへ	別に
つにみ	積み荷
つにも	荷物
つねひ	微熱
つねよ	余熱
つのる	募る
つはは	葉っぱ
つはふ	不発
つはめ	破滅
つはり	立派
つはれ	破裂
つはん	パンツ
つはー	パーツ
つひふ	ヒップ
つひま	飛沫
つひみ	秘密
つひよ	強火（つよび）
つふま	マップ
つふめ	不滅
つふも	モップ
つふら	ラップ
つふり	物理
つふる	つぶる
つふー	ブーツ
つへほ	ほっぺ
つまみ	つまみ
つまむ	つまむ
つまり	つまり:祭り:詰まり
つまる	詰まる:詰まる［返事に〜・ぐっと〜］
つみよ	強み
つめる	詰める
つもり	積もり
つもる	積もる
つるれ	つれる:連れる:釣れる
つるー	ルーツ
てとひ	人出:人手:人手［〜に渡る］
てとも	とても:手もと
てとり	手取り
てとー	デート
てなは	はてな
てなる	なでる
てなん	なんて:なんで:何て
てにむ	デニム
てのひ	日の出
てはや	早出
てはる	ばてる
てはれ	晴れて
てはん	ハンデ:出番:電波
てひれ	テレビ
てふら	手ぶら
てふん	添付:添付・添附
てふー	テープ
てほる	ほてる:ホテル
てほん	テンポ:店舗:手本:補填
てまよ	待てよ
てまる	まるで
てまー	テーマ
てみよ	読み手
てみる	…てみる
てもる	もてる:モデル
てやり	やり手
てやる	…てやる
てやれ	照れ屋
てゆる	ゆでる
てりん	利点
てるれ	照れる
てわん	電話
ととに	二度と
ととま	トマト
ととめ	とどめ
となへ	土なべ
となみ	港（みなと）
となり	隣
となる	怒鳴る
となん	どんな:なんと:何度:難度
とにも	共に
とねも	根元（ねもと）
とねん	年度
とのー	ノート
とはめ	歯止め
とはる	バトル
とはん	バンド
とはー	ハート:ハード:パート
とひみ	ひとみ
とひめ	一目（ひとめ）:人目
とひら	扉
とひり	ひとり
とひん	ヒント:ピント:頻度
とふめ	太め
とふり	リフト
とふる	太る
とふれ	レフト
とふん	布団
とふー	フード
とへま	窓辺
とへる	ベルト
とほむ	ボトム
とほよ	よほど
とほる	ボトル:ボルト
とほん	ほんと
とほー	ボード
とまめ	まとめ
とまも	まとも:まとも［〜に］
とまら	ドラマ
とまり	泊まり:間取り
とまる	止まる:泊まる:留まる:留まる［目に〜］
とみめ	認め
とみり	緑
とみろ	とろみ
とみん	都民
とむー	ドーム:ムード
とめも	求め:目もと
とめる	止める:泊める:留める［ピンを〜・ピンで〜］
ともり	戻り
ともる	戻る
ともれ	どれも
ともー	モード
とやん	問屋（とんや）
とゆり	ゆとり
とらん	ランド
とりわ	割（わり）と
とりー	リード
とるれ	とれる（取・捕・採）:取れる:採れる
とるー	ルート
とれろ	レトロ
とれー	トレー
とろー	ドロー:ロード
ななは	バナナ
ななめ	斜め
なにの	なのに
なにも	何も
なのん	なんの:何の
なはひ	火花:花火
なはみ	花見
なはめ	目鼻
なはら	ならば
なはれ	場慣れ:離れ
なひま	学び
なひよ	呼び名
なひら	並び
なひん	避難:非難
なふま	学ぶ
なふら	並ぶ
なふれ	不慣れ
なふん	南部:無難
なまり	なまり
なまる	なまる
なまー	マナー
なみみ	南（みなみ）
なみや	悩み
なみり	身なり
なみん	みんな
なむや	悩む
なめる	なめる
ならん	何ら
なるれ	慣れる
にねん	二年
にのも	煮物
にはら	バニラ
にひん	否認
にふる	鈍る
にふん	妊婦:赴任
にほん	日本（にほん）
にまん	二万（にまん）
にむら	にらむ
にむん	任務
にもろ	もろに
にりわ	割（わり）に
ぬるれ	ぬれる
ねはや	早寝
ねはり	粘り
ねはる	はねる:パネル:粘る:跳ねる
ねはん	半値
ねひる	ひねる:昼寝
ねひん	燃費
ねほん	本音
ねまる	まねる
ねまー	マネー
ねむり	眠り
ねむる	眠る
ねむん	無念
ねむー	ネーム
ねよわ	弱音
ねよん	四年
ねりん	年利
のはら	野原
のはり	乗り場
のひも	干物（ひもの）
のひる	のびる:のびる（伸・延）:伸びる:伸びる［ぐったり〜］:延びる
のへる	述べる
のほり	上（のぼ）り
のほる	のぼる（上・登・昇）:上る:上（のぼ）る:上（のぼ）る［話題に〜・議題に〜］:昇る:登る
のほん	ほんの
のまる	ノルマ
のまろ	のろま
のみや	飲み屋
のみゆ	湯飲み
のみり	実り
のみる	実る
ははん	半端
はひろ	広場
はひん	批判
はふゆ	冬場
はふる	バブル
