４文字集合	可能な４文字単語
うくとろ	登録
うくふよ	服用:洋服
うくほよ	欲望
うくもよ	木曜
うくやよ	薬用:要約
うくゆれ	夕暮れ
うくゆわ	誘惑
うくらん	空欄
うけけつ	受付
うけこつ	欠航:決行:結合:結構［文章の〜］:血行
うけこん	健康:元号:公言:現行:貢献
うけさら	受け皿
うけした	下請
うけしよ	上下（じょうげ）:化粧
うけすん	件数
うけそん	増減:幻想:現像:草原（そうげん）
うけちわ	内訳
うけつと	凍結:当月
うけつほ	月報
うけつよ	月曜
うけつら	裏付け
うけとり	受取
うけとん	検討:県道:見当:言動
うけひよ	仮病
うけほん	冒険:憲法:方言:暴言
うけやゆ	夕焼け
うけよん	兼用:用件:要件
うここん	混合
うこさん	参考:降参
うこしつ	口実:失効:実効:実行
うこしへ	神戸市
うこしや	後者:校舎
うこしゆ	五十:受講:趣向
うこしよ	こしょう（胡椒）:徐行:控除:故障:正午:胡椒:胡椒（こしょう）:証拠:高所
うこしん	人口:人工:信号:更新:親交:進行
うこすて	すご腕
うこせん	先攻:先行:線香
うこそち	御馳走
うこそつ	即効:続行:速効:速攻:高卒
うこたん	談合
うこちや	紅茶
うこちゆ	中古（ちゅうこ）
うこちん	工賃
うこつて	鋼鉄
うこつに	日光
うこつね	光熱:高熱
うこつは	発効:発行:発行［手形〜］:発酵
うこつふ	不都合:好物:復興
うこつり	公立:効率
うこつれ	売れっ子
うこつん	痛恨
うこての	手の甲
うこてん	天候:好転:転向:転校:香典
うことん	混同
うこにん	公認:後任
うこねん	年号
うこのよ	このよう
うこはん	交番:反抗:後半:犯行:番号
うこふん	興奮
うこへん	変更:後編
うこほん	梱包
うこみり	売り込み
うこもん	肛門
うこより	旅行:考慮
うころん	口論
うさすん	算数
うさそつ	雑草
うさちよ	調査
うさつと	殺到
うさつよ	雑用
うさつん	通算
うさとん	サウンド:倒産:父さん:賛同
うさらわ	裏技
うししゆ	十字:収支:始終:従事:終始:習字:重視
うししよ	上司:事情:事象:商事:市場（しじょう）:師匠:常時:支障:自称
うしすつ	数日
うしすな	品薄
うしすよ	上手（じょうず）:素性:頭上
うしすれ	売れ筋
うしせよ	施錠
うしそよ	除草
うしそん	増進:心臓:真相:腎臓:送信
うしたよ	多少
うしたり	売り出し
うしちゆ	中止:周知
うしちよ	地上:市長:承知:視聴:試聴:調子
うしつと	同日:当日:糖質
うしつほ	失望
うしつよ	実用:洋室
うしつん	通信
うしても	申し出
うしとや	当社:車道:邪道
うしとゆ	主導:受動:手動:重度
うしとよ	当初:譲渡
うしとろ	素人（しろうと）
うしとん	振動:浸透:浸透・滲透
うしなよ	要なし・用なし
うしにゆ	乳児:二十:二重（にじゅう）
うしによ	小児
うしぬり	売り主
うしのや	納車
うしひよ	常備:拍子:持病:指標:標示:消費:病死:美容師:表示:表紙:非常
うしふゆ	不自由
うしふよ	丈夫（じょうふ）:上部:不精・無精:勝負:封書:浮上:負傷
うしほめ	梅干し
うしほゆ	募集:手法:補修:補充:補習
うしほよ	保証:保障:処方:補償:譲歩
うしほん	人望:放心:方針:法人:辛抱
うしまろ	真後ろ
うしみよ	名字（みょうじ）:賞味
うしむゆ	無臭
うしむよ	無償
うしめゆ	夕飯（ゆうめし）
うしもよ	猛暑
うしやよ	容赦:社用
うしゆよ	予習:女優:所有:洋酒:醤油:需要
うしゆり	修理
うしゆん	友人:親友
うしよよ	洋書:要所:賞与
うしより	勝利:資料
うしよろ	路上
うしよわ	昭和
うしよん	信用:用心
うしらん	ラウンジ
うしろん	心労:老人
うすせん	数千
うすたは	多数派
うすちみ	未知数
うすつに	日数（にっすう）
うすてん	点数
うすにん	人数（にんずう）:数人
うすねん	年数:数年
うすはん	半数
うすふら	ブラウス
うすほん	寸法:本数
うすまん	数万
うすみみ	湖（みずうみ）
うすみよ	用済み
うすやり	安売り
うせそん	戦争
うせつふ	うつぶせ
うせつほ	絶望
うせとん	先頭:当然:当選:銭湯
うせのわ	上乗せ
うせふん	風船
うせほん	先方:前方
うせゆん	優先:有線
うせよん	全容:専用
うそたつ	争奪
うそたん	相談
うそつは	発想:発送
うそてん	転送
うそのみ	脳みそ
うそのよ	そのよう
うそのん	農村
うそはん	搬送
うそふむ	総務部
うそへん	変装:返送
うそめん	そうめん
うそれん	連想
うそろん	論争
うたたね	うたた寝
うたちゆ	夕立
うたつつ	通達
うたつと	到達
うたつほ	脱帽
うたつも	脱毛
うたてめ	埋め立て
うたとん	担当:暖冬
うたのん	堪能（たんのう）:濃淡
うたはー	パウダー
うたほん	暖房
うたより	多量
うちての	手の内
うちてよ	手帳
うちとゆ	中途:途中
うちによ	日曜:日用
うちはよ	波長
うちふゆ	中部
うちふよ	不調:部長
うちほよ	帳簿
うちみよ	調味
うちみら	裏道
うちむゆ	夢中
うちもゆ	喪中
うちやゆ	昼夜
うちより	治療:調理
うちよわ	調和
うちんん	運賃
うつてと	鉄道
うつとな	納豆
うつとに	日当
うつとね	熱湯
うつとは	発動:頭髪
うつとふ	動物:沸騰:突風
うつとほ	没頭
うつとり	立冬
うつとれ	列島
うつにほ	日報
うつねほ	放熱
うつねん	通年
うつはも	毛髪
うつはゆ	誘発
うつひよ	必用:必要
うつふみ	密封
うつほり	法律
うつゆれ	優劣
うてとん	伝統:同点:店頭:当店:点灯:読点:転倒:電動:電灯
うてにの	二の腕
うてのん	天皇
うてほん	展望
うてもん	盲点
うてより	両手
うてよん	要点:転用
うてんん	運転
うとなん	南東:東南
うとにん	当人
うとねん	同年
うとのよ	どのよう
うとはん	反動:当番
うとひよ	土曜日
うとふん	同文:等分:糖分
うとへん	弁当:返答
うとほろ	泥棒
うとほん	本当
うとまら	トラウマ
うとめん	当面:面倒
うとやん	うどん屋
うとより	塗料
うとれん	連動
うとろん	討論
うにゆゆ	輸入
うによん	容認
うにろん	浪人
うぬほれ	うぬぼれ
うねほん	年俸
うのはん	万能（ばんのう）:反応
うのひん	納品
うのへん	返納
うのほん	本能
うのもり	売り物
うのりん	農林
うはほん	繁忙:繁忙・煩忙:防犯
うはゆん	夕飯（ゆうはん）
うはんん	運搬
うひふよ	不評
うひほむ	無防備
うひほん	貧乏
うひゆん	郵便
うひより	微量:肥料
うひよん	用品
うふより	不良
うほみん	民放:民法
うほめん	方面:綿棒
うほもん	訪問
うほゆり	保留
うほらん	乱暴
うむより	無料
うよりり	料理
えええむ	Ａ．Ｍ．
ええきま	駅前（えきまえ）
ええとま	江戸前
ええみみ	見え見え
えおおこ	大声（おおごえ）
えおかき	お絵かき:置き換え
えおかし	お返し
えおかむ	お迎え
えおかり	お帰り
えおきす	据え置き
えおきま	前置き
えおさめ	抑えめ
えおそな	お供え
えおとろ	衰え
えおほみ	見覚え
えかかき	書き換え:書き換え・書き替え:書き替え
えかかん	考え
えかきひ	引き替え
えかきふ	吹き替え
えかきり	切り替え
えかくみ	組み替え
えかけこ	掛け声
えかけつ	付け替え
えかさし	差し替え
えかしし	仕返し
えかしみ	見返し
えかすり	すり替え
えかたて	建て替え:立て替え
えかたま	前方
えかたん	円高
えかちま	間違え
えかつめ	詰め替え
えかてむ	出迎え
えかとり	取り替え
えかねり	寝返り
えかのり	乗り換え
えかはり	張り替え
えかひめ	控えめ
えかひり	日帰り
えかふり	振り替え:振替［郵便〜］
えかまみ	前髪:身構え
えきけつ	血液
えきけん	減益:現役
えきこな	泣き声:鳴き声
えきそま	巻き添え
えきそん	損益
えきつん	喫煙
えきては	出来栄え
えきひる	駅ビル
えきふり	不利益
えきまむ	前向き
えきめん	免疫
えきんん	禁煙:遠近
えくしや	会釈
えくたわ	蓄え
えくちつ	チェック
えくふん	復縁
えけすつ	据え付け
えけつん	血縁
えこころ	心得
えこそひ	底冷え
えこたて	手ごたえ
えこたは	歯ごたえ
えこたみ	見ごたえ
えこなは	鼻声
えこのま	この前
えこひみ	冷え込み
えさすり	さえずり
えさねん	姉さん
えしちん	チェンジ
えしつん	実演
えしよん	援助
えしんん	エンジン
えすふん	フェンス
えすやん	円安
えせんん	沿線
えたてま	建て前
えちまも	持ち前
えちるわ	悪知恵（わるぢえ）
えちんー	チェーン
えつひん	鉛筆
えつらん	閲覧
えとひま	人前（ひとまえ）
えとりー	エリート
えのまめ	目の前
えひふん	皮膚炎
えひまる	昼前
えふりー	フェリー
えふろん	エプロン
えふんん	塩分
えほほみ	ほほ笑み
えままん	真ん前
えまみる	丸見え
えまんん	蔓延（まんえん）
えよりん	遠慮
おおかた	大型:大形・大型:大方
おおから	大柄
おおきさ	大きさ
おおきゆ	大雪（おおゆき）
おおけや	公（おおやけ）
おおこと	大事（おおごと）
おおさし	大さじ
おおしす	大筋
おおしも	大文字（おおもじ）
おおそよ	おおよそ
おおそら	大空
おおつふ	大粒
おおつめ	大詰め
おおねむ	おおむね
おおのの	各・各各（おのおの）:各（おのおの）
おおのも	大物
おおはは	大幅
おおもり	大盛り
おかきつ	顔付き
おかきな	泣き顔
おかくん	音楽
おかけて	お出掛け
おかけむ	顔向け
おかけも	面影
おかけら	カラオケ
おかこよ	横顔
おかさし	おかしさ
おかさり	お下がり:お飾り
おかした	顔出し
おかせみ	顔見せ
おかたち	がた落ち:顔立ち
おかたら	お宝
おかつれ	お疲れ
おかてみ	お手紙
おかふれ	顔ぶれ
おかみり	折り紙
おきくや	お客
おきくゆ	奥行き
おきしと	潮時
おきしは	はし置き
おきしや	塩焼き
おきちつ	落ち着き
おきてん	お天気:適温
おきとろ	驚き
おきなわ	沖縄
おきにり	お握り
おきのも	物置:置物
おきはや	早起き
おきまり	お決まり
おきむも	趣（おもむき）
おくくそ	憶測:臆測:臆測・憶測
おくさま	奥様
おくさん	奥さん
おくしみ	おみくじ
おくちり	降り口
おくての	奥の手
おくてれ	出遅れ:手遅れ
おくふー	フォーク
おくまや	山奥
おくみり	見送り
おくろん	録音
おけしつ	塩漬け:押し付け
おけんん	音源
おこさま	お子様
おこさん	お子さん
おこしつ	おしっこ
おこしま	ごま塩
おこしり	ごり押し
おことは	お言葉
おこほれ	おこぼれ
おさしみ	お刺身
おさしん	おじさん:伯父さん:伯父さん・叔父さん:叔父さん
おさつん	おっさん:雑音
おさとん	温度差
おさはら	おさらば
おさはん	おばさん:伯母さん:伯母さん・叔母さん:叔母さん
おさひま	お日様
おさまり	おさまり（収・納）:収まり:納まり
おさみめ	見納め
おししな	し直し
おしすた	スタジオ
おしたひ	お浸し
おしため	駄目押し
おしつん	室温:音質
おしてな	出直し:手直し
おしとと	おととし
おしとみ	見落とし:見通し
おしなみ	おなじみ:見直し
おしなり	シナリオ
おしねん	念押し
おしまや	お邪魔
おしみも	塩もみ
おしもよ	催し
おしやれ	おしゃれ
おしれん	オレンジ
おすとり	素通り
おすとれ	訪れ
おすみや	お休み
おせたも	お持たせ
おせりー	セオリー
おせんん	温泉
おそつま	お粗末
おそんん	温存
おたらん	オランダ
おちちや	父親（ちちおや）
おちもや	おもちゃ
おつとめ	お勤め
おつはん	発音
おつまみ	おつまみ
おつまり	お祭り
おつみり	三つ折り
おつむれ	オムレツ
おてやん	おでん屋
おとのも	物音
おとはり	踊り場
おとひり	ピリオド
おとまー	オートマ
おねほり	骨折り
おのりり	乗り降り:降り乗り
おははや	母親
おひやゆ	親指
おふむる	フォルム
おふむー	フォーム
おふろー	フォロー
おふんー	オーブン:オープン
おまもり	お守り
かかきた	書き方:肩書き
かかきや	輝き
かかきり	気掛かり
かかくん	感覚:間隔
かかけね	掛け金
かかけへ	壁掛け
かかしり	貸し借り
かかたな	片仮名
かかたみ	髪型
かかたわ	片側
かかちふ	付加価値
かかちん	価値観
かかつん	管轄
かかなわ	中側
かかへみ	壁紙
かかまん	漫画家
かからら	がらがら
かかりわ	かかわり
かききた	聞き方
かききゆ	雪かき
かききん	危機感
かきくら	落書き:落書き・楽書き
かきくれ	学歴
かきくん	金額
かきけつ	切っ掛け
かきけひ	駆け引き
かきけら	激辛
かきけん	感激
かきこみ	書き込み
かきこよ	横書き
かきさね	重ね着
かきさむ	風向き
かきしす	筋書き
かきしそ	組織化
かきした	下書き:書き出し
かきしふ	株式
かきしり	貸し切り
かきすぬ	ガス抜き
かきせた	北風（きたかぜ）
かきせひ	風邪引き
かきせみ	風邪気味
かきたて	縦書き
かきたむ	傾き
かきたゆ	行（ゆ）き方
かきたわ	北側
かきちつ	近付き
かきちぬ	勝ち抜き
かきつみ	三日月
かきつや	却下
かきとめ	書留
かきとり	書き取り
かきなね	長ねぎ
かきねひ	引き金
かきのも	書き物
かきはみ	歯磨き
かきへん	完璧
かきみみ	耳かき
かきみよ	読み書き
かきみれ	紙切れ
かきみわ	右側（みぎがわ）
かきんん	換金:近眼（きんがん）
かくくと	独学:獲得
かくくや	確約
かくけさ	格下げ
かくけち	陰口
かくけつ	月額
かくけん	幻覚:減額:見学
かくこつ	各国:骨格
かくこん	韓国
かくさつ	錯覚:雑学
かくさん	三角:拡散:残額
かくしつ	失格
かくしや	各社
かくしゆ	各種
かくしよ	各所
かくしん	人格:各人:核心:確信:進学
かくすち	口数（くちかず）
かくすみ	紙くず
かくせつ	学説
かくせん	全額
かくそふ	過不足
かくたろ	カタログ
かくちみ	勝ち組
かくちら	辛口
かくつは	発覚
かくつへ	別格
かくつや	活躍
かくつり	確率
かくつろ	六月
かくつわ	革靴
かくてる	カクテル
かくとん	監督
かくにん	確認
かくねん	学年
かくはん	半額
かくひん	品格
かくふん	文学
かくへん	勉学
かくほん	本格
かくまん	満額
かくみろ	黒髪
かくもん	学問
かくやら	役柄
かくより	火力
かくらり	暗がり
かくりん	輪郭
かくろん	貫禄
かけこつ	駆けっこ
かけこみ	駆け込み
かけさん	掛け算
かけすつ	ガス欠
かけすて	掛け捨て
かけせみ	見せ掛け
かけたつ	片付け
かけたて	立て掛け
かけちま	勝ち負け
かけちも	掛け持ち
かけつふ	不可欠
かけつん	完結:月刊:月間:欠陥:簡潔:血管
かけてん	手加減
かけとひ	人影
かけにん	けが人
かけのみ	髪の毛
かけひよ	呼び掛け
かけひん	火加減
かけみよ	読みかけ
かけやり	やりかけ
かけゆん	湯加滅
かけんん	玄関:還元
かここの	九日（ここのか）
かこしち	勝ち越し
かこしま	ごまかし
かこしら	木枯らし
かこしん	看護士:看護師
かこたの	この方（かた）
かこたり	肩凝り
かこちろ	近ごろ
かことら	事柄
かこなよ	横長
かこなろ	中ごろ
かこのん	この間（かん）
かこふん	看護婦
かこほま	かまぼこ
かこられ	これから
かこりわ	怖がり
かささま	逆さま
かさしす	静かさ
かさしな	悲しさ
かさしん	資産家
かさたふ	かさぶた
かさたゆ	豊かさ
かさたん	残高
かさちみ	坂道
かさつん	三月:合算:観察
かさつー	サッカー
かさなに	煮魚（にざかな）
かさなや	魚屋（さかなや）
かさなり	重なり
かさねり	値下がり
かさふん	不参加
かさまみ	神様
かさむり	寒がり
かさんん	換算
かしした	貸し出し
かししん	人事課
かしすと	都市ガス
かしすな	品数
かしたは	高橋
かしたや	駄菓子屋
かしたわ	下側
かしたん	新型
かしちつ	七月
かしちや	茶菓子
かしつゆ	出荷
かしつん	元日:実感:疾患:質感
かしてめ	デジカメ
かしてん	電子化
かしなみ	悲しみ
かしなよ	仲よし
かしにわ	西側
かしぬふ	株主
かしのみ	見逃し
かしのよ	彼女
かしはん	菓子パン
かしひや	冷やかし
かしふよ	夜更かし
かしほん	資本家
かしまん	マガジン
かしみめ	短め
かしやん	患者:感謝
かしゆわ	湯沸かし
かしゆん	主観
かしゆー	シュガー
かしんん	感心:関心
かしんー	シンガー
かすたみ	片隅
かすつて	手付かず
かすてら	カステラ
かすとー	スカート
かすまり	カリスマ
かすみら	自ら
かせつつ	滑舌
かせつん	間接:関節
かせてま	出任せ
かせとん	セカンド
かせなは	鼻風邪
かせふる	カプセル
かせんん	完全:感染:感染［コンピューターの〜］:洗顔:観戦
かそてな	長そで
かそとわ	外側
かそのほ	その外
かそのん	その間（かん）
かそみり	かみそり
かそりん	ガソリン
かたたち	立ち方
かたちち	父方
かたちみ	片道
かたつー	カッター
かたてな	縦長
かたてま	片手間
かたとな	どなたか
かたとる	ドル高
かたなひ	ひな型:ひな形:長旅
かたはは	母方
かたまや	山形
かたまり	塊（かたまり）:塊（かたまり）［欲の〜］:高まり
かたまる	丸形
かたみよ	読み方
かためん	片面
かたやり	やり方
かたより	偏り
かたよる	夜型
かたんん	かんたん:元旦:寒暖
かちちみ	近道
かちつて	地下鉄
かちつは	八月
かちつや	着火（ちゃっか）
かちとら	どちらか:土地柄
かちなま	町中
かちなも	長持ち
かちねも	金持ち
かちはん	ハンカチ
かちほや	かぼちゃ
かつつふ	復活
かつてみ	手づかみ:身勝手
かつとん	カツどん:豚カツ
かつなり	つながり
かつなん	何月
かつにん	日刊
かつのま	つかの間
かつふる	カップル
かつふん	分割
かつへん	別館
かつほら	空っぽ
かつめん	缶詰め
かつより	強がり
かつらん	楽観
かつろー	ロッカー
かてむん	無添加
かてんん	寒天:観点:転換
かてんー	カーテン
かとはー	パトカー
かとひら	人柄
かとまわ	窓側
かとりわ	若鶏（わかどり）
かなねん	長年:長年・永年
かなのよ	世の中
かなはら	花柄
かなひゆ	中指
かなひら	平仮名
かなひー	カーナビ
かなふり	振り仮名
かなまよ	真夜中
かなまん	真ん中
かなみよ	読み仮名
かなみり	雷（かみなり）
かならん	何らか
かなんん	難関
かにまろ	マカロニ
かぬみる	ぬかるみ
かねはり	針金
かねんん	元年:年間:念願:観念
かのふみ	がぶ飲み
かのもり	借り物
かのもわ	若者
かはみり	張り紙
かはりん	頑張り
かはんん	反感:看板
かはんー	ハンガー
かひりろ	広がり
かひりわ	日替わり
かふふる	古株
かふまり	深まり
かふらり	空振り
かふりれ	レプリカ
かへんん	勘弁:変換:返還
かままわ	わがまま
かみんん	民間
かむらり	群がり
かめりわ	変わり目
かめれわ	分かれ目:別れ目:別れ目・分かれ目
かめんん	顔面
かよりん	旅館
かりろー	カロリー
かりわん	割り勘
かるろー	ローカル
かれんん	関連
かわんん	湾岸
きききみ	右利き
ききくや	聞き役
ききけわ	聞き分け
ききこみ	聞き込み
ききさゆ	先き行き:行（ゆ）き先
ききしし	ぎしぎし
ききしよ	挙式
ききすて	出来過ぎ
ききすや	すき焼き
ききすゆ	行（ゆ）き過ぎ
ききすり	切り傷
ききたむ	北向き
ききつひ	引き継ぎ
ききとり	聞き取り
ききぬひ	引き抜き
ききぬり	切り抜き
ききひわ	引き際
ききふん	寄付金
ききよん	金魚
ききりり	ぎりぎり
きくけも	目撃
きくこせ	国籍
きくこや	顧客（こきゃく）
きくさち	口先
きくさゆ	行（ゆ）く先
きくさり	力作
きくしひ	くじ引き
きくしろ	議事録
きくすち	傷口
きくせそ	即席
きくせち	蓄積
きくそふ	不規則
きくそん	金属
きくたち	北口
きくちり	切り口
きくつろ	くつろぎ
きくつー	クッキー
きくても	目的
きくとよ	極度
きくにひ	ひき肉
きくにや	焼き肉
きくにゆ	雪国（ゆきぐに）
きくにん	筋肉
きくはよ	破局
きくはり	気配り
きくはん	緊迫
きくまや	客間
きくまれ	気まぐれ
きくもゆ	雲行き
きくより	気力
きけけん	激減
きけこつ	焦げ付き
きけこん	御機嫌
きけさす	酒好き
きけさひ	引き下げ
きけすや	激安
きけせつ	欠席
きけたん	劇団
きけつと	激突:突撃
きけつゆ	行（ゆ）きつけ
きけつん	原付き:欠勤
きけとゆ	雪解け
きけなみ	右投げ
きけぬふ	吹き抜け
きけはん	反撃
きけひわ	引き分け
きけふん	不機嫌
きけへん	激変:激変・劇変
きけむん	無期限
きけんん	厳禁:現金:金券
きここむ	小麦粉
きこさみ	小刻み
きこしと	仕事着
きこしな	着こなし
きこしめ	メキシコ
きこたみ	炊き込み
きこたや	たこ焼き
きこつと	月ごと
きこつの	この次
きこてと	出来事
きことな	泣き言
きこひみ	引き込み
きこふり	ごきぶり
きこまみ	巻き込み
きこむよ	横向き
きこよん	根拠
きこりれ	これきり
きささや	ささやき
きさしひ	差し引き
きさせみ	店先
きさせん	山積
きさたひ	旅先
きさつま	つま先:真っ先
きさつん	殺菌
きさとほ	先ほど
きさとり	先取り
きさにわ	庭先
きさはる	春先
きさひゆ	指先
きさひん	引き算
きさむら	むらさき:紫
きさめわ	ざわめき
きさんん	残金
きしした	下敷き
きししよ	書式
きしすま	巻きずし
きしせつ	実積:実績
きしせよ	書籍
きしせん	親戚
きしたひ	引き出し
きしたみ	右下
きしたむ	むき出し:下向き
きしつと	年月（としつき）
きしつひ	直筆（じきひつ）
きしつゆ	技術:記述
きしつよ	食器
きしつん	近日
きしなむ	泣き虫
きしなれ	品切れ
きしにむ	西向き
きしにん	認識
きしねん	年式
きしのも	敷物
きしはみ	右端（みぎはし）
きしはら	気晴らし
きしはり	歯ぎしり
きしはれ	切れ端
きしはん	四半期:自販機
きしひめ	引き締め
きしむや	蒸し焼き
きしめや	焼き飯
きしめり	締め切り:閉め切り
きしめん	面識
きしもん	疑問視
きしゆん	基準:禁酒:規準
きしよよ	除去
きしよん	巨人:新居:近所:除菌
きしりん	人力（じんりき）
きしんん	親近
きすすり	擦り傷
きすせわ	世話好き
きすたへ	食べ過ぎ
きすつま	つまずき
きすてと	テキスト
きすてり	切り捨て
きすてん	天気図
きすてー	ステーキ
きすとや	キャスト
きすのみ	飲み過ぎ
きすのも	物好き
きすひる	昼過ぎ
きすふる	古傷
きすめや	気休め
きすやら	安らぎ
きすやり	やり過ぎ
きせせつ	積雪
きせつよ	拒絶
きせつり	力説
きせつん	接近
きせとわ	瀬戸際
きせにん	責任
きせひよ	引き寄せ
きせひん	線引き
きせふん	分析
きせまん	満席
きせめん	赤面:面積
きせよん	選挙:鮮魚
きせんん	金銭
きそとの	その時
きそとむ	外向き
きそはや	焼きそば
きたたて	炊きたて
きたたま	瞬き
きたつま	竜巻
きたつや	脚立
きたてて	出来たて
きたてひ	引き立て
きたてや	焼きたて
きたとま	時たま
きたねま	玉ねぎ:種まき
きたはま	まばたき
きたはら	働き
きたふや	焼き豚
きたふり	切り札
きたふん	普段着
きちつや	キャッチ
きちつん	キッチン
きちひみ	導き
きちみわ	わき道
きちむや	麦茶
きちもや	焼きもち
きちよん	貯金
きちんん	賃金
きつつて	手続き
きつつへ	月別
きつてひ	匹敵
きつてよ	撤去
きつとひ	ひとつき
きつとゆ	梅雨時
きつとよ	特許
きつとり	取り次ぎ
きつなみ	月並み
きつにの	二の次
きつはゆ	初雪
きつはん	罰金
きつふや	つぶやき:キャップ:ギャップ
きつふん	腹筋
きつへや	キャベツ
きつまん	満喫
きつみや	病み付き
きつめり	つめ切り［〜ばさみ］
きててん	天敵:点滴
きてとほ	手ほどき
きてなん	難敵
きてにん	適任
きてふわ	不手際
きてやり	照り焼き
きてやん	電気屋
きてよん	拠点:転居
きてわん	電話機
きととひ	一時（ひととき）
きとなん	何時（なんどき）
きとひり	取り引き:引き取り
きとひる	昼時
きとふり	着太り
きとまわ	窓際
きとみり	黄緑
きとめり	取り決め
きとやら	どら焼き
きとやり	焼き鳥
きとりり	切り取り
きとれん	筋トレ
きなひー	ビギナー
きなふん	ナプキン
きなゆり	成り行き
きにふん	不人気
きねひん	記念日
きねよん	去年
きねんん	年金:近年
きのはも	履き物
きのまり	のり巻き
きのもや	焼き物
きのやり	焼きのり
きはまら	ばらまき
きはらわ	わき腹
きひみら	見開き
きひむや	冷や麦
きひめら	ひらめき
きひりわ	割引
きひんん	金品
きふみり	踏切
きふやん	キャンプ
きふりん	踏ん切り
きふれー	ブレーキ
きへんん	ペンギン:近辺:返金
きまやる	丸焼き
きみめわ	見極め
きみより	読み切り
きめよん	免許
きもりり	切り盛り
きりんん	近隣
くくこは	告白
くくこふ	克服
くくさし	ジグザグ
くくさと	得策
くくせち	口癖
くくそや	約束
くくつり	クリック
くくほり	北陸
くくみわ	枠組み
くくゆゆ	行く行く（ゆくゆく）
くけさせ	酒癖（さけくせ）
くけさつ	傑作
くけさり	繰り下げ
くけさん	削減:原作:検索
くけそつ	結束
くけそん	原則:減速
くけちは	はけ口
くけちひ	口ひげ
くけちん	建築
くけつは	潔白
くけつよ	翌月
くけふん	復元:復原・復元
くけまみ	負け組
くけやよ	厄よけ
くけやん	倹約
くここほ	母国語
くこさん	国産
くこしよ	酷暑:食後
くこしり	繰り越し
くこしん	申告
くこせん	全国
くこちみ	口コミ
くこちよ	直後
くこつほ	北国
くこつみ	コミック
くこつも	穀物
くこつり	国立
くこてん	天国
くこほん	本国
くこみみ	組み込み
くこみん	国民
くこわん	困惑
くささと	どさくさ
くさされ	ささくれ
くさしつ	昨日（さくじつ）
くさしや	作者
くさしよ	削除
くさしる	苦しさ
くさしん	新作
くさすま	すぐさま
くさせん	作戦:前作
くさたん	三択:短冊
くさつふ	複雑
くさつも	作物（さくもつ）
くさつら	落札
くさてり	手探り
くさとん	特産
くさなは	草花
くさなめ	慰め
くさねん	昨年
くさはん	昨晩
くさひん	作品
くさふん	作文
くさむら	草むら
くさよら	夜桜
くししゆ	自粛
くししよ	試食:食事
くししり	しくじり
くしすひ	首筋
くしすん	ジンクス
くしそつ	即日:失速
くしそよ	所属
くしそん	促進:親族:迅速
くしたち	口出し
くしたつ	靴下
くしたわ	私（わたくし）
くしたー	タクシー
くしちや	借地:蛇口:試着
くしちゆ	熟知
くしちよ	直視
くしちん	新築
くしつよ	ショック:浴室:翌日
くしとや	厄年:読者
くしとゆ	取得:特殊
くしとよ	所得:翌年（よくとし）:読書
くしとん	人徳:独身
くしにま	島国
くしにみ	憎しみ
くしにん	肉親
くしはゆ	拍手
くしはよ	職場
くしひよ	食費
くしふや	複写
くしふゆ	叔父
くしほろ	黒星
くしほん	親睦
くしみや	くしゃみ
くしみゆ	未熟
くしみる	苦しみ
くしむよ	無職:無色:職務
くしもゆ	樹木
くしやや	役者
くしやゆ	主役
くしやよ	夜食:役所
くしやん	躍進
くしより	磁力:視力:離職
くしよわ	和食
くしよー	ジョーク
くしるん	シングル
くしろろ	白黒（しろくろ）
くすそつ	ソックス
くすつと	ストック
くすつな	スナック
くすつへ	スペック
くすつほ	ボックス
くすつま	ｍａｘ．［マックス］
くすつみ	ミックス
くすつる	ルックス
くすつれ	靴擦れ
くすなめ	少なめ
くすのも	くもの巣
くすめり	目薬
くすやり	薬屋
くするー	スクール
くせそつ	接続
くせそん	専属
くせたん	洗濯:選択
くせつと	毒舌:特設:説得
くせつや	節約
くせとれ	セレクト
くせとん	独占
くせはら	セクハラ
くせもん	目前
くせやん	先約
くせらん	落選
くそそん	存続
くそたつ	速達
くそたへ	下手くそ
くそつは	罰則
くそとん	損得
くそねふ	寝不足
くそはん	反則
くそへん	続編
くそまん	満足:満足［〜にできない］
くそみん	民族
くそめん	側面
くそれん	連続
くたちへ	口下手
くたちほ	僕たち
くたちむ	無駄口
くたちめ	ため口
くたつら	脱落
くたてみ	くみたて:組み立て
くたてん	電卓:電卓［電子式卓上計算機］
くたとん	単独:独断
くたとー	ドクター
くたにふ	豚肉
くたのも	果物
くたはん	淡泊:爆弾
くたひれ	くたびれ
くたひん	ダビング
くたみら	たくらみ
くたらん	グラタン:段落:落胆
くたんん	軍団
くちちや	着地
くちちよ	貯蓄
くちつや	チャック
くちつら	クラッチ
くちとひ	一口（ひとくち）
くちとま	窓口
くちとめ	口止め
くちとも	口もと
くちのみ	飲み口
くちはや	早口
くちひる	唇
くちふや	付着
くちもん	沈黙
くちやり	やり口
くちるわ	悪口（わるくち）
くちわん	ワクチン
くつつは	発掘
くつてり	手作り
くつとな	納得
くつとひ	トピック:必読
くつとら	トラック
くつとり	独立
くつとん	特訓
くつなふ	夏服
くつには	パニック
くつにり	荷造り
くつねは	白熱
くつはは	爆発:白髪（はくはつ）
くつはん	抜群
くつひも	靴ひも
くつふや	薬物
くつふよ	物欲
くつふら	ブラック
くつふり	クリップ:立腹
