３文字集合	可能な３文字単語
こにん	誤認
こねろ	ごろ寝
このみ	好み
このめ	女の子
このも	小物
このよ	この世
このり	残り
こはひ	運び
こはん	判子:御飯（ごはん）
こひま	ひ孫
こひゆ	小指
こひろ	日ごろ
こひん	コンビ
こひー	コピー
こふり	小降り
こふる	ゴルフ
こふん	子分:文庫:昆布（こんぶ）
こへみ	へこみ
こほり	ほこり:誇り
こほー	コーポ
こまよ	真横
こまん	五万
こみみ	見込み
こみよ	暦（こよみ）
こみろ	見ごろ
こみん	未婚
こむら	コラム
こむわ	輪ゴム
こむん	無言（むごん）
こめん	御免:御免［もう〜だ］
こもり	子守（こもり）
こもろ	衣（ころも）
こもん	顧問
こやん	今夜
こよれ	汚（よご）れ
こられ	これら
こらー	コーラ
こりん	りんご:五輪
こるー	コール:ゴール
こわん	ワゴン
こんー	コーン
ささむ	寒さ
さしす	指図
さしつ	冊子:察し:視察:雑誌
さしひ	日差し
さしふ	渋さ
さしみ	刺身
さしわ	仕業（しわざ）
さしん	審査:惨事:持参:資産
させつ	左折:挫折
さそほ	細さ
さそん	酸素
さため	定め
さたら	サラダ
さたん	サンタ:段差
さちつ	察知
さちん	産地
さつと	とっさ
さつは	翼（つばさ）
さつひ	雑費
さつへ	差別
さつほ	発作
さつま	摩擦
さつむ	雑務
さつよ	強さ
さとふ	太さ
さとん	サンド［ハム〜］:登山
さぬる	ぬるさ
さねん	捻挫
さはみ	はさみ（鋏）
さはや	はやさ（早・速）:早さ:速さ
さはん	破産
さひろ	広さ
さひわ	わさび
さひん	賛否
さふー	ブザー
さへん	便座
さほん	散歩
さまん	さんま
さみん	酸味
さめめ	目覚め
さもろ	もろさ
さよん	予算
さるわ	悪さ
されん	連鎖
されー	レザー
さろん	サロン
さわん	左腕
ししつ	事実:実施:脂質:自室:資質
ししは	しばし
ししめ	しめじ:示し
ししや	支社:自社
ししゆ	主旨:自主:趣旨
ししよ	女児:女子（じょし）:所持:支所:次女:次女・二女:辞書
ししる	印（しるし）
ししん	人事:地震:指針:紳士:自信:自身
しすせ	背筋
しすほ	図星
しすや	すし屋
しすゆ	数珠（じゅず）
しすわ	師走（しわす）
しせつ	施設
しせに	老舗（しにせ）
しせら	知らせ
しせん	事前:自然:視線
しそつ	素質:質素
しそん	子孫:存じ
したつ	多湿:脱字
したて	下手（したて）:手出し
したは	はだし:地肌
したひ	旅路
したへ	地べた
したま	真下
したみ	下見:見出し
しため	ためし:試し
したや	他社:他者
したゆ	多種
したわ	私（わたし）
したん	打診:時短［労働時間短縮］:男児:男子（だんし）
しちつ	湿地
しちに	日時
しちみ	七味
しちよ	処置
しちん	知人
しつて	私鉄
しつと	嫉妬:湿度
しつに	日誌
しつは	始発
しつひ	実費:必至:自筆
しつふ	物資:私物:部室
しつへ	別紙
しつほ	しっぽ:保湿
しつま	始末
しつむ	無実
しつや	シャツ
しつり	市立（しりつ）:私立（しりつ）:自律:自立
しつわ	和室:実話
しつー	シーツ
してん	事典:天使:始点:展示:支店:支点:時点:視点:辞典:電子
しとふ	シフト:太字:都市部
しとも	地もと
しとや	土砂
しとゆ	首都
しとよ	図書
しとん	都心:震度
しとー	シート
しなは	話（はなし）
しなみ	なじみ
しなら	ならし
しなん	次男:次男・二男
しにひ	西日
しにん	辞任
しねま	シネマ
しねん	年始
しはふ	芝生
しはむ	虫歯
しはめ	はじめ（初・始）:初め:始め
しはや	林（はやし）
しはよ	場所
しはら	柱（はしら）:自腹
しはり	縛り:走り
しはる	バジル
しはん	市販
しひゆ	守備:守秘
しひれ	しびれ
しひん	神秘:美人
しふみ	渋み
しふめ	節目
しふゆ	主婦
しふよ	部署
しふら	しらふ:ブラシ
しふん	不信:不審:不振:夫人:婦人:自分
しへら	調べ
しへん	返事
しへー	ページ
しほゆ	保守
しほよ	初歩:補助
しほん	資本:進歩
しまや	邪魔
しまり	まじり（交・混）:混じり:締まり
しまん	自慢
しみも	もみじ:もみじ（紅葉）:紅葉（もみじ）
しみゆ	趣味
しみろ	白身
しみん	市民:微塵（みじん）
しむや	ジャム
しむろ	むしろ
しむん	無人:無心
しめり	湿（しめ）り:目じり
しめん	地面:紙面
しもや	もやし
しもん	自問
しやん	深夜
しゆり	受理
しゆる	許し
しゆん	旬（しゅん）:順
しより	処理:思慮
しよん	予震:余震
しりん	心理:臨時
しるー	シール
しれん	レンジ:試練
しろん	持論:進路
しんー	シーン
すすみ	進み
すすめ	すずめ:勧め
すせみ	ミセス
すせん	センス:扇子
すそー	ソース
すたは	パスタ:素肌
すたふ	酢豚
すたれ	レタス
すたん	ダンス
すたー	スター
すちー	チーズ
すつひ	必須
すつー	スーツ
すてと	テスト
すてに	テニス
すてへ	すべて
すてみ	捨て身
すてり	手すり
すとへ	ベスト
すとほ	ポスト
すとみ	ミスト
すとら	ラスト
すとり	リスト
すとれ	ドレス
すにー	ニーズ
すぬみ	盗み
すねや	安値
すのる	ノズル
すはみ	弾み
すはる	パズル
すはれ	外れ
すひむ	結び
すふら	プラス
すふー	スープ
すへー	ベース:ペース
すほん	ズボン:ポン酢［ポンス］
すほー	ホース:ポーズ
すみや	休み
すむめ	娘
すむり	リズム
すめや	休め:安め:目安
すめん	メンズ:図面
すりる	スリル
すりわ	座り
すりん	リンス
すりー	スリー:リース
すれわ	忘れ
すれん	レンズ
すれー	レース
すろー	スロー:ロース
せそん	先祖
せたも	持たせ
せちつ	設置
せちん	センチ:全治
せつと	セット
せつひ	設備
せてん	先手
せとん	鮮度
せねほ	背骨（せぼね）
せのひ	背伸び
せのほ	のぼせ
せはみ	見せ場
せひろ	背広
せふり	せりふ
せふる	セルフ
せふん	セブン:付箋:全部
せふー	セーフ:セーブ
せみん	未然
せむん	専務:無線
せめん	目線
せやら	やらせ
せやん	前夜
せよん	予選
せりろ	セロリ
せりー	ゼリー
せるー	セール
せろん	世論（せろん）:線路:路線
そたち	育ち
そたの	その他
そたー	ソーダ
そちつ	そっち
そちら	そちら
そての	その手
そてー	ソテー
そとふ	ソフト:ソフト［コンピューター〜］
そのは	その場
そのひ	その日
そのみ	望み
そはや	そば屋
そはん	破損
そふほ	祖父母
そふり	素振り（そぶり）
そほみ	細身
そほん	保存
そみよ	よそ見
そよら	夜空
そられ	それら
そんー	ゾーン
たたみ	畳（たたみ）
たちつ	タッチ
たちは	二十・二十歳（はたち）:二十歳（はたち）:二十（はたち）:立場
たちみ	立ち見
たちん	団地
たつは	多発
たつふ	タップ:二つ
たつり	離脱
たてみ	見立て
たてん	他店
たてー	データ
たとな	どなた:戸棚
たとん	途端
たなふ	名札
たなみ	涙
たなれ	雪崩（なだれ）
たなん	旦那
たにま	谷間（たにま）
たにん	他人
たねひ	火種
たねふ	値札
たねん	値段
たのみ	頼み
たはひ	美肌
たはん	パンダ:破綻
たはー	バター:パター
たひり	左（ひだり）
たふま	まぶた
たふり	ふたり:ダブり
たふる	ダブル
たふん	多分:普段:負担
たふー	タブー
たほん	ぼたん:ボタン:担保
たまめ	目玉
たまや	山田
たまり	たまり
たみめ	見た目
たみる	たるみ
たみれ	乱れ
たむん	無断
たもれ	だれも
たゆん	油断
たより	便り:頼り
たよれ	よだれ
たよん	余談
たれん	連打
たんー	ターン
ちちみ	縮み
ちつと	どっち
ちつひ	ピッチ
ちつふ	チップ［ＩＣ〜］
ちつま	マッチ
ちつり	立地
ちても	手持ち
ちてん	電池
ちとに	土日
ちとら	どちら
ちなは	鼻血
ちなみ	ちなみ
ちにひ	日にち
ちにん	認知
ちはも	持ち場
ちはん	パンチ:番地
ちひも	日持ち
ちひん	ピンチ
ちへん	ベンチ
ちみよ	夜道
ちみん	ミンチ:珍味
ちむや	むちゃ
ちむー	チーム
ちめや	めちゃ
ちやん	ちゃん:家賃
ちらん	ランチ
ちりー	リーチ
つつな	ナッツ
つつみ	三つ:包み
つつむ	六つ
つつや	八つ
つつよ	四つ
つつり	つづり
つてと	取っ手
つとに	ニット
つとね	ネット
つとは	突破
つとひ	ヒット:一つ
つとふ	トップ
つとへ	ヘッド:ベッド:ペット:別途
つとほ	ポット
つとま	マット
つとみ	密度
つとめ	勤め
つとよ	ヨット
つとれ	レッド
つなは	夏場
つなま	真夏
つなみ	津波
つにみ	積み荷
つにも	荷物
つねひ	微熱
つねよ	余熱
つはは	葉っぱ
つはふ	不発
つはめ	破滅
つはれ	破裂
つはん	パンツ
つはー	パーツ
つひふ	ヒップ
つひま	飛沫
つひみ	秘密
つひよ	強火（つよび）
つふま	マップ
つふも	モップ
つふら	ラップ
つふり	物理
つふー	ブーツ
つへほ	ほっぺ
つまみ	つまみ
つまり	祭り:詰まり
つみよ	強み
つもり	積もり
つるー	ルーツ
てとひ	人出:人手:人手［〜に渡る］
てとも	手もと
てとり	手取り
てとー	デート
てにむ	デニム
てのひ	日の出
てはや	早出
てはん	ハンデ:出番:電波
てひれ	テレビ
てふら	手ぶら
てふん	添付:添付・添附
てふー	テープ
てほる	ホテル
てほん	テンポ:店舗:手本:補填
てまー	テーマ
てみよ	読み手
てもる	モデル
てやり	やり手
てやれ	照れ屋
てりん	利点
てわん	電話
ととま	トマト
ととめ	とどめ
となへ	土なべ
となみ	港（みなと）
となり	隣
となん	何度:難度
とねも	根元（ねもと）
とねん	年度
とのー	ノート
とはめ	歯止め
とはる	バトル
とはん	バンド
とはー	ハート:パート
とひみ	ひとみ
とひめ	一目（ひとめ）:人目
とひら	扉
とひり	ひとり
とひん	ヒント:ピント:頻度
とふめ	太め
とふり	リフト
とふれ	レフト
とふん	布団
とふー	フード
とへま	窓辺
とへる	ベルト
とほむ	ボトム
とほる	ボトル:ボルト
とほー	ボード
とまめ	まとめ
とまも	まとも:まとも［〜に］
とまら	ドラマ
とまり	泊まり:間取り
とみめ	認め
とみり	緑
とみろ	とろみ
とみん	都民
とむー	ドーム:ムード
とめも	求め:目もと
ともり	戻り
ともー	モード
とやん	問屋（とんや）
とゆり	ゆとり
とらん	ランド
とりー	リード
とるー	ルート
とれろ	レトロ
とれー	トレー
とろー	ドロー:ロード
ななは	バナナ
ななめ	斜め
なはひ	火花:花火
なはみ	花見
なはめ	目鼻
なはれ	場慣れ:離れ
なひま	学び
なひよ	呼び名
なひら	並び
なひん	避難:非難
なふれ	不慣れ
なふん	南部:無難
なまり	なまり
なまー	マナー
なみみ	南（みなみ）
なみや	悩み
なみり	身なり
なみん	みんな
ならん	何ら
にねん	二年
にのも	煮物
にはら	バニラ
にひん	否認
にふん	妊婦:赴任
にほん	日本（にほん）
にまん	二万（にまん）
にむん	任務
ねはや	早寝
ねはり	粘り
ねはる	パネル
ねはん	半値
ねひる	昼寝
ねひん	燃費
ねほん	本音
ねまー	マネー
ねむり	眠り
ねむん	無念
ねむー	ネーム
ねよわ	弱音
ねよん	四年
ねりん	年利
のはら	野原
のはり	乗り場
のひも	干物（ひもの）
のひる	のびる
のほり	上（のぼ）り
のまる	ノルマ
のみや	飲み屋
のみゆ	湯飲み
のみり	実り
ははん	半端
はひろ	広場
はひん	批判
はふゆ	冬場
はふる	バブル
はふろ	ふろ場
はふー	ハーフ:ハーブ
はへま	浜辺
はへん	破片
はほん	本場
はまれ	晴れ間
はまー	パーマ
はめや	はやめ（早・速）:早め:速め
はめん	場面
はもん	模範
はやり	はやり
はやん	パン屋
はらん	波乱:波瀾・波乱
はりん	リンパ
はれん	連覇
はれー	レバー
はわー	パワー
ひひん	備品
ひふん	部品
ひふー	ビーフ
ひへん	便秘
ひへー	ベビー
ひまる	昼間（ひるま）:真昼
ひまろ	広間
ひまん	肥満
ひめろ	広め
ひゆわ	指輪
ひより	旅費
ひるー	ビール
ひろー	ロビー
ふふん	部分
ふへん	不便
ふほん	ポンプ:分母:本部
ふまゆ	真冬
ふまり	フリマ
ふまん	不満
ふみり	身振り
ふみん	不眠:身分
ふむー	ブーム
ふもん	部門
ふやれ	破れ
ふやん	分野:夜分
ふよん	余分
ふらん	プラン:ランプ
ふりん	プリン:分離
ふるー	ブルー:プール:ループ
ふれー	プレー
ふろー	ロープ
へらる	ラベル
へりん	便利:利便
へるれ	レベル
ほまん	ほんま
ほみん	見本
ほむー	ホーム
ほやん	本屋
ほりん	リボン
ほるー	ホール:ボール:ポール
ままん	まんま［その〜］
まみる	まるみ（丸・円）:丸み
まみん	未満
まめる	丸め
まめん	メンマ
まもり	守り
まりわ	周り:回り
まろん	マロン:ロマン
みゆる	緩み
みよわ	弱み
みらー	ミラー
みりん	みりん
みれん	未練
むるー	ルーム
めもん	木綿
めりん	裏面
めるー	メール
めれわ	割れ目
めろん	メロン:路面
もより	最寄り
もらる	モラル
もるー	モール
もれん	レモン
られわ	我ら
りれー	リレー
りろん	理論:論理
るるー	ルール
れんー	レーン
ろんー	ローン
