３文字集合	可能な３文字単語
かれー	カレー
かわん	緩和
がきて	手書き
がきな	気長
がきね	気兼ね
がきは	はがき
がきみ	磨き
がきる	気軽
がきれ	瓦礫（がれき）
がきん	祈願:謹賀
がくさ	差額
がくた	多額
がくつ	九月
がくひ	学費
がくみ	磨く
がくも	もがく
がくろ	録画
がけれ	汚（けが）れ
がこす	焦がす
がこた	小型:小形・小型
がこら	小柄
がこん	頑固
がさす	さがす（探・捜）:さすが:捜す:探す
がさな	長さ
がさる	下がる
がしち	しがち
がしつ	四月:画質
がしひ	東（ひがし）
がしら	白髪（しらが）
がしわ	和菓子
がすた	姿
がすな	流す:流す［ニュースを〜］
がすに	逃がす
がすぬ	脱がす
がすの	逃す
がすは	はがす
がすら	ガラス
がつに	二月
がつは	発芽
がつん	がつん［〜と打ちのめす］
がてに	苦手
がてみ	手紙
がてや	やがて
がてら	手柄
がてる	手軽
がなめ	眺め:長め
がなれ	流れ
がにみ	苦み
がねめ	眼鏡（めがね）
がねん	年賀
がひみ	ひがみ
がひむ	ひがむ
がひん	悲願
がまり	曲がり
がまる	曲がる
がまん	我慢:漫画
がみめ	女神（めがみ）
がみゆ	ゆがみ
がみる	身軽
がみわ	我が身
がむゆ	ゆがむ
がめん	画面
がやわ	我が家（や）
がらん	裸眼
ききせ	奇跡:奇跡・奇蹟
ききづ	気付き
ききて	利き手:聞き手
ききみ	見聞き
ききめ	効き目:目利き
ききゆ	行（ゆ）き来
ききん	基金:近畿
きぎし	儀式
きぎて	適宜
きくこ	帰国
きくさ	気さく:草木（くさき）
きくず	築く
きくそ	規則
きくた	帰宅
きくっ	キック
きくづ	気付く
きくは	希薄:気迫
きくゃ	客:脚
きくや	規約
きくょ	局:曲
きくら	気楽
きくろ	記録
きぐは	歯茎
きぐん	キング
きけし	景色
きけは	吐き気
きけん	危険:棄権
きけー	ケーキ
きげし	刺激
きげひ	悲劇
きげん	元気:期限:機嫌
きこせ	戸籍
きこの	きのこ
きこむ	着込む
きこん	今期:既婚:根気:金庫
きさっ	さっき:喫茶
きさて	手先
きさで	出先
きさめ	目先
きざし	座敷
きざせ	座席
きざむ	刻む
きしし	色紙（しきし）
きしず	図式
きしそ	組織:色素
きしち	敷地:知識
きしっ	湿気（しっき）
きしつ	気質
きして	指摘:私的
きしや	屋敷
きしゅ	機種
きしょ	初期:死去
きしり	仕切り
きしる	仕切る
きしれ	歴史
きしわ	和式
きしん	新規:禁止:資金:近視
きじつ	期日
きじに	直（じき）に
きじひ	ひじき
きじり	自力
きすず	すずき:鈴木
きすて	すてき:手すき［お〜の時に］
きすま	すき間
きすら	切らす
きずむ	無傷
きせつ	季節
きせゆ	石油
きせり	離席
きせる	着せる
きぜつ	気絶
きぜん	前期
きそん	既存（きそん）
きぞん	既存（きぞん）
きたで	できた［よく〜人物］
きたぬ	たぬき
きたり	他力
きたる	来（きた）る
きたれ	切れた
きたん	短期:短気
きちて	知的
きちむ	キムチ
きちも	気持ち
きちん	チキン
きって	切手
きっと	きっと
きっに	日記
きっね	熱気
きっは	発揮
きっひ	筆記
きっふ	復帰
きっま	末期
きっめ	めっき
きつづ	続き
きつね	きつね:寝付き
きつば	奇抜
きつひ	月日（つきひ）
きつふ	不吉
きつま	期末
きつよ	強気
きつり	規律:規律・紀律:起立
きつる	尽きる
きつれ	亀裂
きてど	適度
きてぬ	手抜き
きてび	手引き:美的
きてふ	不適
きてむ	無敵
きてめ	決め手
きてん	天気:機転:起点:転機
きでる	できる:出来る
きでん	電機:電気
きとに	時に
きども	もどき
きにび	にきび
きにん	人気:任期
きねび	値引き
きねま	招き
きねん	年季:年期:記念
きのも	着物
きのり	乗り気
きのん	のんき
きはん	半期
きばむ	黄ばむ
きばり	馬力（ばりき）
きばん	基盤
きひび	響き
きひょ	拒否
きひら	開（ひら）き
きひん	気品
きふむ	不向き
きふん	ふきん:付近:付近・附近:奮起
きぶみ	不気味
きぶん	分岐:気分
きぺん	ペンキ
きほん	基本:本気
きぼん	募金
きまま	気まま
きまり	決まり
きまる	決まる
きまん	満期
きみむ	見向き
きみり	切り身:見切り
きみる	見切る
きみわ	わき見:極み
きむり	力む
きむん	勤務
きめる	決める
きめれ	切れ目
きやる	やる気
きやん	夜勤
きょり	距離
きよわ	弱気:気弱
きよん	預金
きりれ	履歴
きりん	臨機:金利
きるれ	切れる
ぎくと	特技
ぎくり	区切り:区切り・句切り
ぎくる	区切る:区切る・句切る:句切る
ぎくわ	疑惑
ぎけつ	決議
ぎこむ	小麦
ぎさし	詐欺師
ぎさわ	騒ぎ
ぎした	下着
ぎしふ	不思議
ぎしん	審議
ぎすた	過ぎた
ぎする	過ぎる
ぎせふ	防ぎ
ぎちり	律儀・律義:律義
ぎちる	ちぎる
ぎつに	次に:次に［〜は］
ぎてみ	右手
ぎてわ	手際
ぎとふ	ギフト
ぎなん	難儀
ぎにり	握り
ぎにる	握る:握る［実権を〜］
ぎねる	値切る
ぎのみ	右の
ぎふゆ	冬着
ぎふる	古着
ぎへや	部屋着
ぎまれ	紛れ
ぎまわ	間際
ぎもん	疑問
ぎよる	よぎる
ぎりわ	輪切り
ぎるわ	悪気（わるぎ）
ぎろん	議論
くくだ	砕く
くくり	くくり
くぐる	くぐる
くけわ	区分け
くげな	嘆く
くげら	くらげ:下落
くこご	国語
くこし	四国:酷使
くこじ	時刻
くこた	他国
くこち	告知:遅刻
くこど	孤独
くこよ	予告
くごひ	極秘
くごら	娯楽
くささ	臭さ
くさし	作詞:施策:試作
くさじ	自作
くさば	さばく:裁く
くさひ	低さ
くさも	模索
くさや	昨夜
くさら	暗さ:桜:落差
くさる	腐る
くさろ	黒さ
くざそ	即座
くした	仕度（したく）:支度・仕度（したく）:支度（したく）
くしは	白紙（はくし）
くしふ	福祉:私服:至福
くしみ	仕組み
くしむ	仕組む
くしゅ	祝（しゅく）
くしょ	職:食
くしよ	抑止
くしら	暮らし
くじそ	即時
くじた	自宅
くじと	自得
くじは	はじく
くじま	字幕
くじも	目次
くじら	鯨
くじろ	黒字
くすず	崩す
くすた	タスク:託す
くすだ	下（くだ）す
くすつ	尽くす
くすで	デスク
くすな	なくす:亡くす
くすま	マスク
くすや	訳す
くすら	クラス:暮らす
くすり	リスク:薬（くすり）
くすわ	食わす
くずも	もずく
くずれ	崩れ
くせっ	節句・節供
くせに	くせに
くせん	苦戦
くそど	土足:速度
くそふ	不足
くそほ	補足
くそぼ	素朴
くそむ	背く
くそよ	予測
くそり	利息
くぞの	のぞく:除く
くぞふ	付属:付属・附属
くぞよ	よくぞ
くたた	たたく
くたみ	たくみ:巧み
くたん	タンク
くだら	堕落
くだり	くだり（件）:下（くだ）り
くだる	下（くだ）る
くちび	備蓄
くちむ	無口
くちゃ	着
くちょ	直（ちょく）
くっね	ネック
くっの	ノック
くっら	ラック
くっろ	ロック
くつつ	つつく
くつづ	続く
くつべ	区別
くつり	つくり（作・造）:作り:理屈:造り
くつる	つくる（作・造）:作る:造る
くづね	根付く
くてび	手首
くてる	…てくる
くてん	句点
くでむ	出向く
くとど	届く
くとに	特に
くとー	トーク
くどひ	ひどく
くどほ	ほどく
くなろ	ろくな
くにひ	皮肉
くにむ	憎む
くにや	肉屋
くにろ	ろくに
くぬみ	見抜く
くねま	招く
くはび	美白
くはぶ	省く
くはや	早く
くはよ	余白
くばや	役場
くばり	配り
くばる	配る
くばろ	暴露
くぱん	パンク
くひび	響く
くひめ	低め
くひも	黙秘
くひゃ	百
くひや	飛躍
くひら	開（ひら）く
くぴん	ピンク
くふふ	不服
くふぶ	腹部
くふみ	含み
くふむ	含む
くふろ	付録:付録・附録:復路:袋（ふくろ）
くふわ	和服
くぶほ	北部
くぶや	破く
くぶら	クラブ
くぶん	区分
くべら	比べ
くほろ	ほくろ
くぼみ	くぼみ
くぼむ	くぼむ
くぼや	ぼやく
くぼら	僕ら
くまら	まくら
くまる	車（くるま）
くまー	マーク
くみむ	むくみ
くみゃ	脈
くみや	薬味
くみる	ミルク
くむむ	むくむ
くむや	悔やむ
くむよ	無欲
くむる	くるむ
くめや	役目
くめる	めくる
くめん	工面
くめー	メーク
くもよ	よくも
くもり	曇り
くもる	曇る
くもん	文句
くゃり	略
くやよ	予約
くやわ	和訳
くょり	力（りょく）
くらん	ランク
くりん	リンク
くるれ	くれる:暮れる［日が〜］
くるー	クール
くわー	ワーク
ぐさし	仕草
ぐさふ	ふさぐ
ぐさり	探り
ぐさる	探る
ぐさわ	騒ぐ
ぐしの	しのぐ
ぐしん	寝具
ぐすす	すすぐ［洗濯物を〜］
ぐすほ	ほぐす
ぐすら	グラス
ぐせね	寝癖
ぐせふ	防ぐ
ぐそそ	そそぐ:注（そそ）ぐ
ぐそん	ソング
ぐたま	またぐ
ぐちて	手口
ぐちる	愚痴る
ぐつと	嫁ぐ
ぐつな	つなぐ
ぐてん	軍手
ぐなる	殴る
ぐひれ	日暮れ
ぐふら	グラフ
ぐまれ	まぐれ
ぐまろ	まぐろ
ぐみめ	恵み
ぐむめ	恵む
ぐむら	グラム
ぐめり	巡り
ぐめる	グルメ:巡る
ぐもる	潜（もぐ）る
ぐりる	グリル
ぐりん	リング
ぐろん	ロング
けげぬ	抜け毛
けこた	こけた
けこる	こける
けこわ	小分け
けさな	情け
けさび	叫び
けさぶ	叫ぶ
けさむ	寒気（さむけ）
けさる	さける（割・裂）:裂ける:避ける
けさん	検査
けざふ	ふざけ
けしっ	湿気（しっけ）
けしつ	しつけ
けしわ	仕分け
けしん	試験
けじめ	けじめ
けじん	事件
けすた	助け
けすな	けなす
けする	透ける
けすー	ケース
けずる	削る
けせた	背丈
けせん	世間
けたと	溶けた
けたど	だけど
けたは	畑（はたけ）
けたふ	老けた
けたぼ	ぼけた
けたる	炊ける
けちな	けちな
けちる	けちる
けつに	煮付け
けつば	バケツ
けつひ	秘訣
けつふ	不潔
けつほ	補欠
けつぼ	墓穴
けつる	つける（漬・浸）:つける［あとを〜］:つ（浸）ける:付ける:付ける［果実を〜］:浸（つ）ける:漬ける
けつろ	結露
けづひ	日付
けてわ	わけて:手分け
けとど	届け:届［転入〜］
けとひ	人気（ひとけ）
けとほ	仏（ほとけ）
けとる	溶ける:解ける
けどや	やけど
けどる	どける
けどれ	けれど
けなま	怠け
けにや	やけに
けぬま	間抜け
けぬめ	抜け目
けぬる	抜ける:抜ける［毛が〜・歯が〜］
けねむ	眠気
けねん	懸念
けはん	派遣
けばる	化ける
けひや	日焼け
けひよ	日よけ
けふよ	夜更け
けふる	老ける
けふん	府県
けほん	保健:保険
けぼる	ぼける
けぽん	健保
けまる	まける:負ける
けみわ	見分け
けみん	眉間
けむり	煙（けむり）
けむる	むける:向ける
けむん	兼務
けやる	やける:焼ける
けゆる	行ける
けよる	よける
けりん	権利
けるわ	分ける
げこる	焦げる
げさね	値下げ
げさる	下げる
げしん	資源
げすと	ゲスト
げちん	現地
げつま	まつげ
げつる	告げる
げとる	遂げる
げなる	投げる
げにる	逃げる
げにん	現に
げぬる	脱げる
げはみ	励み
げはむ	励む
げはる	はげる
げひん	下品
げまゆ	まゆ毛
げまる	曲げる
げみや	土産（みやげ）
げむん	無限
げめる	めげる
げよん	予言
ここち	心地
ここに	ここに
ここね	子猫:小猫:小猫・子猫
ここの	ここの
こころ	心（こころ）
こごと	小言
こごん	今後
こさじ	小さじ
こさめ	小雨（こさめ）
こざら	小皿
こしす	少し
こしつ	個室:固執（こしつ）
こしと	今年（ことし）
こしぶ	こぶし
こしみ	仕込み
こしむ	仕込む
こしゃ	車庫
こしや	肥やし
こじむ	無事故
こじも	小文字（こもじ）
こじわ	小じわ
こじん	個人:故人
こすと	コスト
こすな	こなす
こすの	残す
こすぼ	こぼす
こすみ	見越す
こすむ	息子
こすら	凝らす
こする	こする
こすわ	壊す:壊す［腹を〜］
こすー	コース
こぜに	小銭（こぜに）
こぜね	猫背
こそで	そこで
こそら	そこら
こたっ	凝った
こたつ	こたつ
こたば	たばこ
こたら	たらこ
こだて	戸建て
こだん	断固
こちっ	こっち
こちも	子持ち
こちら	こちら
こちー	コーチ
こつぶ	小粒
こつべ	個別
こつり	孤立
こづれ	子連れ
ことば	言葉
ことや	床屋
ことり	小鳥
ことろ	ところ:所（ところ）
ことん	コント
ことー	コート
こどね	寝床
こども	子供
こどん	今度
こなん	こんな:何個
こにみ	煮込み
こにむ	煮込む
こねむ	寝込む
こねる	こねる
このみ	好み
このむ	好む
このめ	女の子
このも	小物
このよ	この世
このり	残り
このる	残る
こはび	運び
こはぶ	運ぶ:運ぶ［事が〜］
こはれ	これは
こはん	判子
こばむ	拒む
こびゆ	小指
こびん	コンビ
こぶり	小降り
こぶろ	転ぶ
こぶん	子分:文庫:昆布（こんぶ）
こへみ	へこみ
こへむ	へこむ
こほり	ほこり:誇り
こほる	誇る
こまめ	こまめ
こまよ	真横
こまる	困る
こみみ	見込み
こみむ	見込む
こみよ	暦（こよみ）
こみん	未婚
こむら	コラム
こめる	込める
こもり	子守（こもり）
こもる	こもる
こもろ	衣（ころも）
こもん	顧問
こやん	今夜
こられ	これら
こらー	コーラ
こるー	コール
こんー	コーン
ごさん	誤算
ごしと	仕事
ごしは	はしご
ごすす	過ごす
ごすに	濁す
ごすよ	汚（よご）す:汚（よご）す［ごまで〜］
ごせん	五千:戦後
ごその	その後
ごたま	卵（たまご）
ごたん	単語
ごてろ	手ごろ
ごとひ	日ごと
ごとみ	見事
ごなむ	和む
ごなり	名残（なごり）
ごにり	濁り
ごにる	濁る
ごにん	誤認
ごねる	ごねる
ごねろ	ごろ寝
ごはん	御飯（ごはん）
ごひま	ひ孫
ごひろ	日ごろ
ごふる	ゴルフ
ごまん	五万
ごみろ	見ごろ
ごむわ	輪ゴム
ごむん	無言（むごん）
ごめん	御免:御免［〜ください］:御免［〜なさい・〜あそばせ］:御免［もう〜だ］
ごよれ	汚（よご）れ
ごりん	りんご:五輪
ごわん	ワゴン
ささむ	寒さ
ささる	刺さる
さしず	指図
さしっ	冊子:察し
さしつ	視察
さしぶ	渋さ
さしみ	刺身
さしん	審査:資産
さじん	惨事:持参
さすま	冷ます:覚ます［目を〜］
さすら	さらす
さする	さする:さする［腹を〜］
させつ	左折
させる	させる［贅沢を〜］
さそほ	細さ
さそん	酸素
さたん	サンタ
さだめ	定め
さだら	サラダ
さだん	段差
さちっ	察知
さちん	産地
さっと	さっと:とっさ
さっほ	発作
さつば	翼（つばさ）
さつべ	差別
さつま	摩擦
さつよ	強さ
さては	さては
さとふ	太さ
さどほ	さほど
さどん	サンド［ハム〜］
さにま	まさ（正）に:正（まさ）に
さにら	更に
さぬる	ぬるさ
さはみ	はさみ（鋏）
さはむ	挟む
さはや	はやさ（早・速）:早さ:速さ
さはん	破産
さひろ	広さ
さひん	悲惨
さびる	さびる
さびわ	わさび
さぴん	賛否
さぼる	サボる
さぽん	散歩
さまる	勝る
さまん	さんま
さみん	酸味
さめる	さめる:冷（さ）める:覚める［目が〜］:覚める［酔いが〜］
さもろ	もろさ
さよん	予算
さるれ	される
さるわ	悪さ:触る
されん	連鎖
さろん	サロン
さわん	左腕
ざしひ	日差し
ざしわ	仕業（しわざ）
ざすと	閉ざす
ざすめ	目差す:目指す:目指す・目差す
ざせつ	挫折
ざつむ	雑務
ざとわ	わざと
ざとん	登山
ざねん	捻挫
ざまる	まざる（交・混）:交ざる:混ざる
ざむん	無惨
ざめめ	目覚め
ししつ	脂質:資質
ししば	しばし
ししめ	示し
ししゃ	支社
ししゅ	主旨:趣旨
ししょ	支所
ししる	印（しるし）
ししん	指針:紳士
しじつ	自室
しじめ	しめじ
しじん	地震:自信:自身
しすめ	示す
しすや	すし屋
しすら	知らす
しする	記す
しすわ	師走（しわす）
しずむ	沈む
しせつ	施設
しせに	老舗（しにせ）
しせら	知らせ
しせん	視線
しぜん	自然
しそっ	質素
しそつ	素質
しそて	そして
しそん	子孫
しただ	ただし
したつ	多湿
したて	下手（したて）
したま	真下
したみ	下見
しため	しめた:ためし:試し
したゃ	他社:他者
したゅ	多種
したれ	知れた
したわ	私（わたし）
しだて	手出し
しだは	はだし
しだみ	見出し
しだん	打診:男子（だんし）
しちっ	湿地
しちみ	七味
しちょ	処置
しっと	嫉妬
しっに	日誌
しっひ	必死:必至
しつて	私鉄
しつど	湿度
しつは	始発
しつぶ	私物:部室
しつほ	保湿
しつま	始末
しつゃ	シャツ
しつり	市立（しりつ）:私立（しりつ）
しつわ	和室
しつー	シーツ
してま	まして
してん	天使:始点:支店:支点:視点
しでん	電子
しとふ	シフト
しとぶ	都市部
しとゅ	首都
しとょ	図書
しとん	都心
しとー	シート
しどん	震度
しなは	話（はなし）
しなら	ならし
しなん	至難
しにび	西日
しねま	シネマ
しねん	年始
しはや	林（はやし）
しはら	柱（はしら）
しはり	走り
しはる	走る
しはん	市販
しばふ	芝生
しばむ	虫歯
しばり	縛り
しばる	縛る
しひゅ	守秘
しびれ	しびれ
しぴん	神秘
しふめ	節目
しふゅ	主婦
しふら	しらふ
しふん	不信:不審:不振
しぶみ	渋み
しぶら	ブラシ
しぶる	渋る
しべら	調べ
しほゅ	保守
しほょ	初歩
しほん	資本
しぼむ	しぼむ
しぼる	絞る
しぽん	進歩
しまり	締まり
しまる	しまる（締・絞）:締まる:閉まる
しみゅ	趣味
しみる	染みる［身に〜・骨身に〜］
しみろ	白身
しみん	市民:親身（しんみ）
しむる	むしる
しむろ	むしろ
しむん	無心
しめり	湿（しめ）り
しめる	しめる（締・絞）:占める:締める:閉める
しめん	紙面
しもも	もしも
しもや	もしや:もやし
しやん	深夜
しゅん	旬（しゅん）
しゆる	許し
しょり	処理:思慮
しよん	予震:余震
しりん	心理
しるれ	知れる
しるー	シール
しれん	試練
しろん	進路
しんー	シーン
じすせ	背筋
じする	辞する
じたと	閉じた
じたん	時短［労働時間短縮］
じちに	日時
じちみ	地道
じちん	知人
じつに	実に
じつは	実は
じつひ	自筆
じつむ	無実
じつり	自律:自立
じつわ	実話
じてん	事典:展示:時点:辞典
じとふ	太字
じとも	地もと
じとる	とじる［ひもで〜］:閉じる
じなみ	なじみ
じなむ	なじむ:なじむ［手に〜］
じなん	次男:次男・二男
じにむ	にじむ
じにん	辞任
じねる	ねじる
じはめ	はじめ（初・始）:初め:始め
じはる	恥じる
じふん	夫人:婦人
じへん	返事
じまめ	まじめ
じまり	まじり（交・混）:混じり
じまる	まじる（交・混）:交じる:混じる
じまん	自慢
じみめ	惨め
じみも	もみじ:もみじ（紅葉）:紅葉（もみじ）
じみん	微塵（みじん）
じむん	無人
じめり	目じり
じめん	地面
じもん	自問
じりん	臨時
じれん	レンジ
じろん	持論
すすま	済ます
すすみ	進み
すすむ	進む
すすめ	勧め
すする	すする
すずは	外す
すずめ	すずめ
すずら	ずらす
すせみ	ミセス
すせん	センス:扇子
すそら	そらす
すそー	ソース
すただ	正す［姿勢を〜］:正す［誤りを〜］
すたは	果たす:果たす［約束を〜］
すたぱ	パスタ
すたひ	浸す
すたぶ	酢豚
すたま	待たす
すたみ	満たす
すため	試す
すたも	持たす
すたら	垂らす:垂らす［幕を〜・液を〜］
すたれ	レタス
すたわ	渡す:渡す［橋を〜］
すたー	スター
すだつ	巣立つ
すだは	素肌
すだま	だます
すだみ	乱す
すだん	ダンス:澄んだ
すちら	散らす
すっと	すっと
すっひ	必須
すつぶ	つぶす
すつる	つるす
すつー	スーツ
すてと	テスト
すてに	テニス
すてべ	すべて
すてみ	捨て身
すてら	照らす
すてり	手すり
すてる	捨てる
すでに	既（すで）に
すとば	飛ばす
すとべ	ベスト
すとぽ	ポスト
すとみ	ミスト
すとら	ラスト
すとり	リスト
すとる	すると
すども	戻す
すどれ	ドレス
すなは	はなす（離・放）:放す:話す:離す
すなみ	見なす
すなら	ならす:慣らす:鳴らす
すぬみ	盗み
すぬむ	盗む
すぬら	ぬらす
すねや	安値
すのば	のばす（伸・延）:伸ばす:伸ばす［勢力を〜］:延ばす
すのま	飲ます
すはら	はらす［目を〜］:晴らす
すばら	ばらす
すひや	冷やす
すびむ	結び
すふや	ふやす（増・殖）:増やす
すふら	降らす
すぶむ	結ぶ:結ぶ［口を〜］
すぷら	プラス
すへら	減らす:減らす［腹を〜］
すべる	滑る
すほー	ホース
すまわ	回す
すみや	休み
すむめ	娘
すむや	休む
すむら	蒸らす
すむり	スリム
すめや	休め:安め:目安
すもや	燃やす
すもら	漏らす
すゆら	揺らす
すゆる	許す
すらり	すらり
すりる	スリル
すりわ	座り
すりん	リンス
すりー	スリー:リース
するれ	擦れる
するわ	座る
すれわ	忘れ
すれー	レース
すろー	スロー:ロース
ずのる	ノズル
ずはま	まずは
ずはみ	弾み
ずはむ	弾む
ずはれ	外れ
ずむり	リズム
ずめん	メンズ:図面
ずゆる	譲る
ずらり	ずらり
ずるれ	ずれる
ずれん	レンズ
せぞん	先祖
せたも	持たせ
せたや	やせた
せちっ	設置
せちん	センチ
せっと	セット
せつに	切に
せつび	設備
せてめ	せめて
せてん	先手
せどん	鮮度
せなに	何（なに）せ
せねぼ	背骨（せぼね）
せのび	背伸び
せのぼ	のぼせ
せのる	乗せる:載せる
せばみ	見せ場
せびろ	背広
せふり	せりふ
せふる	セルフ:伏せる
せふん	付箋
せふー	セーフ
せぶん	セブン
せまる	迫る
せみる	見せる
せむる	むせる
せむん	専務:無線
せめる	攻める:責める
せめん	目線
せやら	やらせ
せやる	やせる
せよる	寄せる
せよん	予選
せりろ	セロリ
せるー	セール
せろん	世論（せろん）:線路:路線
ぜちん	全治
ぜまる	まぜる（交・混）:交ぜる:混ぜる
ぜみん	未然
ぜやん	前夜
そたの	その他
そだち	育ち
そだつ	育つ
そちっ	そっち
そちら	そちら
そっと	そっと
そつま	粗末
そての	その手
そてー	ソテー
そでれ	それで
そとふ	ソフト:ソフト［コンピューター〜］
そなん	そんな
そにれ	それに
そのば	その場
そのひ	その日
そはれ	それは
そはん	破損
そばや	そば屋
そひむ	潜む
そふぼ	祖父母
そぶり	素振り（そぶり）
そほみ	細身
そまる	染まる
そみよ	よそ見
そめる	染める:染める［髪を〜］
そゃり	そりゃ
そられ	それら
そるれ	それる
ぞなる	なぞる
ぞのみ	望み
ぞのむ	望む
ぞほん	保存
ぞよら	夜空
たたっ	たった
たたみ	畳（たたみ）
たちっ	タッチ
たちは	二十・二十歳（はたち）:二十歳（はたち）:二十（はたち）
たちば	立場
たちみ	満ちた:立ち見
たっま	待った
たつは	多発
たつふ	二つ
たつも	保つ
たてみ	見立て
たてる	建てる:立てる:立てる［音を〜］
たてん	他店
たとん	途端
たどな	どなた
たどる	たどる
たにま	たまに:谷間（たにま）
たにめ	ために
たにん	他人:単に
たねむ	ねたむ
たのび	伸びた
たのみ	頼み
たのむ	頼む
たはま	または
たはれ	晴れた
たはん	破綻
たひる	浸る
たぴり	ぴたり
たふり	ふたり
たふん	負担
たぶま	まぶた
たぶん	多分
たべる	食べる:食べる［〜て行けない］
たぼん	ぼたん:ボタン
たぽん	担保
たまり	たまり
たまる	たまる
たみめ	見た目
たみる	たるみ
たむる	たるむ
ためる	ためる
たやら	やたら
たより	便り:頼り
たよる	頼る
たりる	足りる
たるれ	垂れる
たるわ	渡る
たんー	ターン
だちん	団地
だつめ	目立つ
だつり	離脱
だとな	戸棚
だとん	とんだ
だなふ	名札
だなみ	涙
だなれ	雪崩（なだれ）
だなん	なんだ［〜こんなもの］:なんだ［期待外れ］:旦那
だねひ	火種
だねふ	値札
だねん	値段
だひり	左（ひだり）
だふん	普段
だまめ	目玉
だまや	山田
だまる	黙る
だみれ	乱れ
だむん	無断
だもれ	だれも
だゆん	油断
だよれ	よだれ
だよん	余談
だれん	連打
ちぢみ	縮み
ちぢむ	縮む
ちっま	マッチ
ちっり	リッチ:立地
ちても	手持ち
ちでん	電池
ちどに	土日
ちどら	どちら
ちなみ	ちなみ
ちにひ	日にち
ちにん	認知
ちばも	持ち場
ちばん	番地
ちぱん	パンチ
ちひも	日持ち
ちぴん	ピンチ
ちべん	ベンチ
ちまる	マルチ
ちみよ	夜道
ちみる	満ちる:満ちる［潮が〜］
ちみん	ミンチ:珍味
ちむゃ	むちゃ
ちむー	チーム
ちめゃ	めちゃ
ちゃん	ちゃん
ちやん	家賃
ちらん	ランチ
ちりー	リーチ
ぢなは	鼻血
っつな	ナッツ
っつみ	三つ
っつむ	六つ
っつや	八つ
っつよ	四つ
ってと	取っ手
っても	もって
ってよ	よって
っとに	ニット
っとね	ネット
っとは	はっと
っとひ	ヒット
っとふ	ふっと
っとほ	ほっと:ホット
っとま	マット
っとむ	むっと
っとも	もっと
っとや	やっと
っとよ	ヨット
つつみ	包み
つつむ	包む
つづり	つづり
つとひ	ひとつ:一つ
つとめ	勤め
つどみ	密度
つなは	放つ
つなば	夏場
つなま	真夏
つなみ	津波
つにね	常に
つにべ	別に
つにみ	積み荷
つにも	荷物
つねび	微熱
つねよ	余熱
つのる	募る
つはふ	不発
つはめ	破滅
つはれ	破裂
つぱん	パンツ
つひま	飛沫
つひみ	秘密
つびよ	強火（つよび）
つふめ	不滅
つぶり	物理
つぶる	つぶる
つまみ	つまみ
つまむ	つまむ
つまり	つまり:祭り:詰まり
つまる	詰まる:詰まる［返事に〜・ぐっと〜］
つみよ	強み
つめる	詰める
つもり	積もり
つもる	積もる
つるれ	つれる:連れる:釣れる
つるー	ルーツ
てとも	とても:手もと
てどり	手取り
てなは	はてな
てなん	なんて:何て
てはれ	晴れて
てばる	ばてる
てびれ	テレビ
てぶら	手ぶら
てぷん	添付:添付・添附
てほる	ほてる:ホテル
てほん	手本:補填
てぽん	テンポ:店舗
てまよ	待てよ
てまー	テーマ
てみよ	読み手
てみる	…てみる
てもる	もてる
てやり	やり手
てやる	…てやる
てやれ	照れ屋
てりん	利点
てるれ	照れる
でとひ	人出:人手:人手［〜に渡る］
でなる	なでる
でなん	なんで
でにむ	デニム
でのひ	日の出
ではや	早出
ではん	ハンデ
でまる	まるで
でもる	モデル
でゆる	ゆでる
でわん	電話
ととま	トマト
とどに	二度と
とどめ	とどめ
となみ	港（みなと）
となり	隣
となん	なんと
とにも	共に
とねも	根元（ねもと）
とのー	ノート
とはー	ハート
とばる	バトル
とひみ	ひとみ
とひめ	一目（ひとめ）:人目
とひり	ひとり
とひん	ヒント
とびら	扉
とぴん	ピント
とふめ	太め
とふり	リフト
とふる	太る
とふれ	レフト
とふん	布団
とべる	ベルト
とほん	ほんと
とぼむ	ボトム
とぼる	ボトル:ボルト
とまめ	まとめ
とまも	まとも:まとも［〜に］
とまり	泊まり
とまる	止まる:泊まる:留まる:留まる［目に〜］
とみめ	認め
とみろ	とろみ
とみん	都民
とめも	求め:目もと
とめる	止める:泊める:留める［ピンを〜・ピンで〜］
とやん	問屋（とんや）
とゆり	ゆとり
とりわ	割（わり）と
とるれ	とれる（取・捕・採）:取れる:採れる
とるー	ルート
とれろ	レトロ
とれー	トレー
どなる	怒鳴る
どなん	どんな:何度:難度
どねん	年度
どはめ	歯止め
どひん	頻度
どほよ	よほど
どまら	ドラマ
どまり	間取り
どみり	緑
どもり	戻り
どもる	戻る
どもれ	どれも
どらん	ランド
ななば	バナナ
ななめ	斜め
なにの	なのに
なにも	何も
なのん	なんの:何の
なはび	花火
なはみ	花見
なはめ	目鼻
なはれ	離れ
なばひ	火花
なばら	ならば
なばれ	場慣れ
なひん	避難:非難
なびま	学び
なびよ	呼び名
なびら	並び
なふれ	不慣れ
なぶま	学ぶ
なぶら	並ぶ
なぶん	南部:無難
なまり	なまり
なまる	なまる
なまー	マナー
なみみ	南（みなみ）
なみや	悩み
なみり	身なり
なみん	みんな
なむや	悩む
なめる	なめる
ならん	何ら
なるれ	慣れる
にねん	二年
にのも	煮物
にばら	バニラ
にひん	否認
にふん	赴任
にぶる	鈍る
にぷん	妊婦
