３文字集合	可能な３文字単語
ぐちて	手口
ぐちで	出口
ぐっば	バッグ
ぐてん	軍手
ぐひれ	日暮れ
ぐふら	グラフ
ぐぶん	文具
ぐまれ	まぐれ
ぐまろ	まぐろ
ぐみめ	恵み
ぐむら	グラム
ぐめり	巡り
ぐめる	グルメ
ぐりる	グリル
ぐりん	リング
ぐれー	グレー
ぐろん	ロング
けげぬ	抜け毛
けこわ	小分け
けさな	情け
けさび	叫び
けさむ	寒気（さむけ）
けさん	検査
けざふ	ふざけ
けしっ	湿気（しっけ）
けしつ	しつけ
けしわ	仕分け
けしん	試験
けじめ	けじめ
けじん	事件
けすた	助け
けすー	ケース
けせた	背丈
けせん	世間
けたは	畑（はたけ）
けつに	煮付け
けつば	バケツ
けつひ	秘訣
けつふ	不潔
けつほ	補欠
けつぼ	墓穴
けつろ	結露
けづひ	日付
けてわ	手分け
けとど	届け:届［転入〜］
けとひ	人気（ひとけ）
けとほ	仏（ほとけ）
けどや	やけど
けなま	怠け
けぬめ	抜け目
けねむ	眠気
けねん	懸念
けはん	派遣
けひや	日焼け
けひよ	日よけ
けふよ	夜更け
けふん	府県
けほん	保健:保険
けぽん	健保
けみわ	見分け
けみん	眉間
けむり	煙（けむり）
けむん	兼務
けりん	権利
げごん	言語:語源
げさね	値下げ
げしん	資源
げすと	ゲスト
げちん	現地
げっと	ゲット
げつま	まつげ
げとー	ゲート
げどん	限度
げはみ	励み
げばん	現場（げんば）
げまゆ	まゆ毛
げみや	土産（みやげ）
げむん	無限
げむー	ゲーム
げよん	予言
ここち	心地
ここね	子猫:小猫:小猫・子猫
ここの	ここの
こころ	心（こころ）
こごと	小言
こごん	今後
こさじ	小さじ
こさめ	小雨（こさめ）
こざら	小皿
こしつ	個室:固執（こしつ）
こしと	今年（ことし）
こしぶ	こぶし
こしみ	仕込み
こしゃ	車庫
こしや	肥やし
こじむ	無事故
こじも	小文字（こもじ）
こじわ	小じわ
こじん	個人:故人
こすと	コスト
こすむ	息子
こすー	コース
こぜに	小銭（こぜに）
こぜね	猫背
こそら	そこら
こたつ	こたつ
こたば	たばこ
こたら	たらこ
こだて	戸建て
こちっ	こっち
こちも	子持ち
こちら	こちら
こちー	コーチ
こっぷ	コップ
こつぶ	小粒
こつべ	個別
こつり	孤立
こづれ	子連れ
ことば	言葉
ことや	床屋
ことり	小鳥
ことろ	ところ:所（ところ）
ことん	コント
ことー	コート
こどね	寝床
こども	子供
こどん	今度
こどー	コード
こなん	何個
こにみ	煮込み
このみ	好み
このめ	女の子
このも	小物
このよ	この世
このり	残り
こはび	運び
こはん	判子
こびゆ	小指
こびん	コンビ
こぴー	コピー
こぶり	小降り
こぶん	子分:文庫:昆布（こんぶ）
こへみ	へこみ
こほり	ほこり:誇り
こぽー	コーポ
こまよ	真横
こみみ	見込み
こみよ	暦（こよみ）
こみん	未婚
こむら	コラム
こもり	子守（こもり）
こもろ	衣（ころも）
こもん	顧問
こやん	今夜
こられ	これら
こらー	コーラ
こるー	コール
こんー	コーン
ごさん	誤算
ごしと	仕事
ごしは	はしご
ごしゅ	主語
ごじつ	後日
ごせん	五千:戦後
ごぜん	前後:午前
ごその	その後
ごたま	卵（たまご）
ごたん	単語
ごだん	団子
ごとひ	日ごと
ごなり	名残（なごり）
ごにり	濁り
ごにん	誤認
ごねろ	ごろ寝
ごはん	御飯（ごはん）
ごひま	ひ孫
ごひろ	日ごろ
ごふる	ゴルフ
ごまん	五万
ごみろ	見ごろ
ごむわ	輪ゴム
ごむん	無言（むごん）
ごめん	御免:御免［もう〜だ］
ごよれ	汚（よご）れ
ごりん	りんご:五輪
ごるー	ゴール
ごわん	ワゴン
ささむ	寒さ
さしず	指図
さしっ	冊子:察し
さしつ	視察
さしぶ	渋さ
さしみ	刺身
さしん	審査:資産
さじん	惨事:持参
させつ	左折
さそほ	細さ
さそん	酸素
さたん	サンタ
さだめ	定め
さだら	サラダ
さだん	段差
さちっ	察知
さちん	産地
さっと	とっさ
さっほ	発作
さつば	翼（つばさ）
さつべ	差別
さつま	摩擦
さつよ	強さ
さとふ	太さ
さどん	サンド［ハム〜］
さぬる	ぬるさ
さはみ	はさみ（鋏）
さはや	はやさ（早・速）:早さ:速さ
さはん	破産
さひろ	広さ
さびわ	わさび
さぴん	賛否
さぽん	散歩
さまん	さんま
さみん	酸味
さもろ	もろさ
さよん	予算
さるわ	悪さ
されん	連鎖
さろん	サロン
さわん	左腕
ざしっ	雑誌
ざしひ	日差し
ざしわ	仕業（しわざ）
ざせつ	挫折
ざっぴ	雑費
ざつむ	雑務
ざとん	登山
ざねん	捻挫
ざぶー	ブザー
ざべん	便座
ざめめ	目覚め
ざれー	レザー
ししつ	脂質:資質
ししば	しばし
ししめ	示し
ししゃ	支社
ししゅ	主旨:趣旨
ししょ	支所
ししる	印（しるし）
ししん	指針:紳士
しじっ	実施
しじつ	自室
しじめ	しめじ
しじゃ	自社
しじゅ	自主
しじょ	女子（じょし）:所持:辞書
しじん	地震:自信:自身
しすや	すし屋
しすわ	師走（しわす）
しずぼ	図星
しせつ	施設
しせに	老舗（しにせ）
しせら	知らせ
しせん	視線
しぜん	自然
しそっ	質素
しそつ	素質
しそん	子孫
したつ	多湿
したて	下手（したて）
したま	真下
したみ	下見
しため	ためし:試し
したゃ	他社:他者
したゅ	多種
したわ	私（わたし）
しだて	手出し
しだは	はだし
しだみ	見出し
しだん	打診:男子（だんし）
しちっ	湿地
しちみ	七味
しちょ	処置
しっと	嫉妬
しっに	日誌
しっひ	必至
しっぶ	物資
しっべ	別紙
しっぽ	しっぽ
しつて	私鉄
しつど	湿度
しつは	始発
しつぶ	私物:部室
しつほ	保湿
しつま	始末
しつゃ	シャツ
しつり	市立（しりつ）:私立（しりつ）
しつわ	和室
しつー	シーツ
してん	天使:始点:支店:支点:視点
しでん	電子
しとふ	シフト
しとぶ	都市部
しとゅ	首都
しとょ	図書
しとん	都心
しとー	シート
しどゃ	土砂
しどん	震度
しなは	話（はなし）
しなら	ならし
しにび	西日
しねま	シネマ
しねん	年始
しはや	林（はやし）
しはら	柱（はしら）
しはり	走り
しはん	市販
しばふ	芝生
しばむ	虫歯
しばょ	場所
しばり	縛り
しひゅ	守秘
しびゅ	守備
しびれ	しびれ
しぴん	神秘
しふめ	節目
しふゅ	主婦
しふら	しらふ
しふん	不信:不審:不振
しぶみ	渋み
しぶょ	部署
しぶら	ブラシ
しべら	調べ
しほゅ	保守
しほょ	初歩
しほん	資本
しぽん	進歩
しまり	締まり
しみゅ	趣味
しみろ	白身
しみん	市民
しむろ	むしろ
しむん	無心
しめり	湿（しめ）り
しめん	紙面
しもや	もやし
しやん	深夜
しゅん	旬（しゅん）
しゆる	許し
しょり	処理:思慮
しよん	予震:余震
しりん	心理
しるー	シール
しれん	試練
しろん	進路
しんー	シーン
じじつ	事実
じじょ	女児:次女:次女・二女
じじん	人事
じすせ	背筋
じずゅ	数珠（じゅず）
じぜん	事前
じぞん	存じ
じたび	旅路
じたべ	地べた
じたん	時短［労働時間短縮］
じだつ	脱字
じだは	地肌
じだん	男児
じちに	日時
じちん	知人
じっぴ	実費
じつひ	自筆
じつむ	無実
じつり	自律:自立
じつわ	実話
じてん	事典:展示:時点:辞典
じとふ	太字
じとも	地もと
じなみ	なじみ
じなん	次男:次男・二男
じにん	辞任
じはめ	はじめ（初・始）:初め:始め
じばら	自腹
じばる	バジル
じびん	美人
じふん	夫人:婦人
じぶん	自分
じへん	返事
じぺー	ページ
じほょ	補助
じまゃ	邪魔
じまり	まじり（交・混）:混じり
じまん	自慢
じみも	もみじ:もみじ（紅葉）:紅葉（もみじ）
じみん	微塵（みじん）
じむゃ	ジャム
じむん	無人
じめり	目じり
じめん	地面
じもん	自問
じゅり	受理
じゅん	順
じりん	臨時
じれん	レンジ
じろん	持論
すすみ	進み
すすめ	勧め
すずめ	すずめ
すせみ	ミセス
すせん	センス:扇子
すそー	ソース
すたぱ	パスタ
すたぶ	酢豚
すたれ	レタス
すたー	スター
すだは	素肌
すだん	ダンス
すっひ	必須
すつー	スーツ
すてと	テスト
すてに	テニス
すてべ	すべて
すてみ	捨て身
すてり	手すり
すとべ	ベスト
すとぽ	ポスト
すとみ	ミスト
すとら	ラスト
すとり	リスト
すどれ	ドレス
すぬみ	盗み
すねや	安値
すびむ	結び
すぷら	プラス
すぷー	スープ
すべー	ベース
すぺー	ペース
すほー	ホース
すみや	休み
すむめ	娘
すめや	休め:安め:目安
すりる	スリル
すりわ	座り
すりん	リンス
すりー	スリー:リース
すれわ	忘れ
すれー	レース
すろー	スロー:ロース
ずちー	チーズ
ずにー	ニーズ
ずのる	ノズル
ずはみ	弾み
ずはれ	外れ
ずぱる	パズル
ずぼん	ズボン
ずぽん	ポン酢［ポンス］
ずぽー	ポーズ
ずむり	リズム
ずめん	メンズ:図面
ずれん	レンズ
せぞん	先祖
せたも	持たせ
せちっ	設置
せちん	センチ
せっと	セット
せつび	設備
せてん	先手
せどん	鮮度
せねぼ	背骨（せぼね）
せのび	背伸び
せのぼ	のぼせ
せばみ	見せ場
せびろ	背広
せふり	せりふ
せふる	セルフ
せふん	付箋
せふー	セーフ
せぶん	セブン
せぶー	セーブ
せむん	専務:無線
せめん	目線
せやら	やらせ
せよん	予選
せりろ	セロリ
せるー	セール
せろん	世論（せろん）:線路:路線
ぜちん	全治
ぜぶん	全部
ぜみん	未然
ぜやん	前夜
ぜりー	ゼリー
そたの	その他
そだち	育ち
そだー	ソーダ
そちっ	そっち
そちら	そちら
そての	その手
そてー	ソテー
そとふ	ソフト:ソフト［コンピューター〜］
そのば	その場
そのひ	その日
そはん	破損
そばや	そば屋
そふぼ	祖父母
そぶり	素振り（そぶり）
そほみ	細身
そみよ	よそ見
そられ	それら
ぞのみ	望み
ぞほん	保存
ぞよら	夜空
ぞんー	ゾーン
たたみ	畳（たたみ）
たちっ	タッチ
たちは	二十・二十歳（はたち）:二十歳（はたち）:二十（はたち）
たちば	立場
たちみ	立ち見
たっぷ	タップ
たつは	多発
たつふ	二つ
たてみ	見立て
たてん	他店
たでー	データ
たとん	途端
たどな	どなた
たにま	谷間（たにま）
たにん	他人
たのみ	頼み
たはん	破綻
たばー	バター
たぱー	パター
たふり	ふたり
たふん	負担
たぶま	まぶた
たぶん	多分
たぶー	タブー
たぼん	ぼたん:ボタン
たぽん	担保
たまり	たまり
たみめ	見た目
たみる	たるみ
たより	便り:頼り
たんー	ターン
だちん	団地
だつり	離脱
だとな	戸棚
だなふ	名札
だなみ	涙
だなれ	雪崩（なだれ）
だなん	旦那
だねひ	火種
だねふ	値札
だねん	値段
だはび	美肌
だぱん	パンダ
だひり	左（ひだり）
だふん	普段
だぶり	ダブり
だぶる	ダブル
だまめ	目玉
だまや	山田
だみれ	乱れ
だむん	無断
だもれ	だれも
だゆん	油断
だよれ	よだれ
だよん	余談
だれん	連打
ちぢみ	縮み
ちっど	どっち
ちっぴ	ピッチ
ちっぷ	チップ［ＩＣ〜］
ちっま	マッチ
ちっり	立地
ちても	手持ち
ちでん	電池
ちどに	土日
ちどら	どちら
ちなみ	ちなみ
ちにひ	日にち
ちにん	認知
ちばも	持ち場
ちばん	番地
ちぱん	パンチ
ちひも	日持ち
ちぴん	ピンチ
ちべん	ベンチ
ちみよ	夜道
ちみん	ミンチ:珍味
ちむゃ	むちゃ
ちむー	チーム
ちめゃ	めちゃ
ちゃん	ちゃん
ちやん	家賃
ちらん	ランチ
ちりー	リーチ
ぢなは	鼻血
っつな	ナッツ
っつみ	三つ
っつむ	六つ
っつや	八つ
っつよ	四つ
ってと	取っ手
っとに	ニット
っとね	ネット
っとぱ	突破
っとひ	ヒット
っとぷ	トップ
っとべ	別途
っとぺ	ペット
っとぽ	ポット
っとま	マット
っとよ	ヨット
っどへ	ヘッド
っどべ	ベッド
っどれ	レッド
っはぱ	葉っぱ
っひぷ	ヒップ
っぷま	マップ
っぷも	モップ
っぷら	ラップ
っぺほ	ほっぺ
つつみ	包み
つづり	つづり
つとひ	一つ
つとめ	勤め
つどみ	密度
つなば	夏場
つなま	真夏
つなみ	津波
つにみ	積み荷
つにも	荷物
つねび	微熱
つねよ	余熱
つはふ	不発
つはめ	破滅
つはれ	破裂
つぱん	パンツ
つぱー	パーツ
つひま	飛沫
つひみ	秘密
つびよ	強火（つよび）
つぶり	物理
つぶー	ブーツ
つまみ	つまみ
つまり	祭り:詰まり
つみよ	強み
つもり	積もり
つるー	ルーツ
てとも	手もと
てどり	手取り
てびれ	テレビ
てぶら	手ぶら
てぷん	添付:添付・添附
てぷー	テープ
てほる	ホテル
てほん	手本:補填
てぽん	テンポ:店舗
てまー	テーマ
てみよ	読み手
てやり	やり手
てやれ	照れ屋
てりん	利点
でとひ	人出:人手:人手［〜に渡る］
でとー	デート
でにむ	デニム
でのひ	日の出
ではや	早出
ではん	ハンデ
でばん	出番
でぱん	電波
でもる	モデル
でわん	電話
ととま	トマト
とどめ	とどめ
となみ	港（みなと）
となり	隣
とねも	根元（ねもと）
とのー	ノート
とはー	ハート
とばる	バトル
とぱー	パート
とひみ	ひとみ
とひめ	一目（ひとめ）:人目
とひり	ひとり
とひん	ヒント
とびら	扉
とぴん	ピント
とふめ	太め
とふり	リフト
とふれ	レフト
とふん	布団
とべる	ベルト
とぼむ	ボトム
とぼる	ボトル:ボルト
とまめ	まとめ
とまも	まとも:まとも［〜に］
とまり	泊まり
とみめ	認め
とみろ	とろみ
とみん	都民
とめも	求め:目もと
とやん	問屋（とんや）
とゆり	ゆとり
とるー	ルート
とれろ	レトロ
とれー	トレー
どなべ	土なべ
どなん	何度:難度
どねん	年度
どはめ	歯止め
どばん	バンド
どひん	頻度
どふー	フード
どべま	窓辺
どぼー	ボード
どまら	ドラマ
どまり	間取り
どみり	緑
どむー	ドーム:ムード
どもり	戻り
どもー	モード
どらん	ランド
どりー	リード
どろー	ドロー:ロード
ななば	バナナ
ななめ	斜め
なはび	花火
なはみ	花見
なはめ	目鼻
なはれ	離れ
なばひ	火花
なばれ	場慣れ
なひん	避難:非難
なびま	学び
なびよ	呼び名
なびら	並び
なふれ	不慣れ
なぶん	南部:無難
なまり	なまり
なまー	マナー
なみみ	南（みなみ）
なみや	悩み
なみり	身なり
なみん	みんな
ならん	何ら
にねん	二年
にのも	煮物
にばら	バニラ
にひん	否認
にふん	赴任
にぷん	妊婦
にほん	日本（にほん）
にまん	二万（にまん）
にむん	任務
ねはや	早寝
ねはん	半値
ねばり	粘り
ねぱる	パネル
ねひる	昼寝
ねぴん	燃費
ねほん	本音
ねまー	マネー
ねむり	眠り
ねむん	無念
ねむー	ネーム
ねよわ	弱音
ねよん	四年
ねりん	年利
のはら	野原
のばり	乗り場
のひも	干物（ひもの）
のびる	のびる
のぼり	上（のぼ）り
のまる	ノルマ
のみや	飲み屋
のみゆ	湯飲み
のみり	実り
はぱん	半端
はひん	批判
はふー	ハーフ
はぶー	ハーブ
はへん	破片
はべま	浜辺
はまれ	晴れ間
はめや	はやめ（早・速）:早め:速め
はもん	模範
はやり	はやり
はらん	波乱:波瀾・波乱
ばひろ	広場
ばふゆ	冬場
ばふろ	ふろ場
ばぶる	バブル
ばほん	本場
ばめん	場面
ばれー	レバー
ぱまー	パーマ
ぱやん	パン屋
ぱりん	リンパ
ぱれん	連覇
ぱわー	パワー
ひびん	備品
ひぶん	部品
ひまる	昼間（ひるま）:真昼
ひまろ	広間
ひまん	肥満
ひめろ	広め
ひょり	旅費
びふー	ビーフ
びべー	ベビー
びゆわ	指輪
びるー	ビール
びろー	ロビー
ぴべん	便秘
ふべん	不便
ふまゆ	真冬
ふまり	フリマ
ふまん	不満
ふみん	不眠
ぶぶん	部分
ぶほん	本部
ぶぼん	分母
ぶみり	身振り
ぶみん	身分
ぶむー	ブーム
ぶもん	部門
ぶやれ	破れ
ぶやん	分野:夜分
ぶよん	余分
ぶりん	分離
ぶるー	ブルー
ぷぽん	ポンプ
ぷらん	プラン:ランプ
ぷりん	プリン
ぷるー	プール:ループ
ぷれー	プレー
ぷろー	ロープ
べらる	ラベル
べりん	便利:利便
べるれ	レベル
ほまん	ほんま
ほみん	見本
ほむー	ホーム
ほやん	本屋
ほるー	ホール
ぼりん	リボン
ぼるー	ボール
ぽるー	ポール
ままん	まんま［その〜］
まみる	まるみ（丸・円）:丸み
まみん	未満
まめる	丸め
まめん	メンマ
まもり	守り
まりわ	周り:回り
まろん	マロン:ロマン
みゆる	緩み
みよわ	弱み
みらー	ミラー
みりん	みりん
みれん	未練
むるー	ルーム
めもん	木綿
めりん	裏面
めるー	メール
めれわ	割れ目
めろん	メロン:路面
もより	最寄り
もらる	モラル
もるー	モール
もれん	レモン
られわ	我ら
りれー	リレー
りろん	理論:論理
るるー	ルール
れんー	レーン
ろんー	ローン
